text,category,split
현장학습 당일 편한 운동화를 신고 오세요.,준비물,train
12월 29일(금)까지 제출,제출,train
(1회 접종대상자) '25.9.29.(월) ~ '26.4.30.(목),일정,test
"7.2 / 7.9 / 7.16 13:30(1차) : C (5~6학년군), 13:35(2차) : A (1~2학년군), 13:40(3차) : B (3~4학년군)",일정,train
갯벌이 묻어도 얼룩이 남지 않는 긴팔 옷,기타,train
등하교 시 꼭 손을 씻도록 지도해 주세요.,건강·안전,train
휴식 시간에는 다음 시간 준비와 생리적인 문제를 해결한다.,준비물,train
학부모위원으로 입후보하고자 하는 학부모는 실에 비치된 후보자 등록서류를 작성하여 선출관리위원회에 제출(등록)합니다.,제출,train
"김아름010-2-4969 대면 B 3-6 14:30~16:00 화 쏙쏙한자속독 A 1-2 13:30~15:00 교과3실(서관2층) 수강료 76,780원(11회)/교재비17,0원 -그림과 이야기로 재미있게 익히는 한자-한자의 기본인 부수 한자 학습하고, 교과어휘, 사자성어로 어휘력 확장하게 됩니다.",비용,train
교통안전 교육 결과를 가정에서도 복습시켜 주세요.,건강·안전,train
신청기간: 4차 : 11월 16일(화) 오후 12시 30분~해당 프로그램 시작 전까지 (11월 22일~30일 프로그램 신청),일정,train
"동의서는 구글 폼에서 확인하실 수 있으며, 제출된 신청서는 선정 절차를 통해 교육 참가 여부가 확정됩니다.",제출,train
체육대회는 9월 18일(목) 오전 9시에 운동장에서 진행됩니다.,일정,train
지원서 제출 기간: 11.15(월)~11.19.(금),제출,train
2020년 학부모 독서아카데미 신청을 원하시는 학부모님께서는 e-알리미로 10. 8.(목)까지 신청서를 제출하여 주시기 바랍니다.,제출,train
1) 정해진 자리에 앉아 안전벨트를 맵니다.,건강·안전,train
"학년, 반, 번, 학생 성명과 보호자 성명 및 연락처(필수)를 기재해주시기 바랍니다.",제출,train
관심을 갖고 계시는 학부모님들의 많은 시청 부탁드립니다.,기타,train
"참여를 희망하는 학부모님께서는 신청기한 내 신청URL 접속을 통하여 직접 신청하여 주시기 바라며, 자세한 내용은 서울학부모지원센터 홈페이지(https://parents.sen.go.kr) 공지사항을 통해 확인 가능합니다.",제출,train
다른 서식의 검사결과서 제출 가능하며 진료내용 및 검진결과는 의료인이 직접 기입하여 주시기 바랍니다.,제출,train
병원 진료 후 감염병 진단이 나면 담임선생님께 연락을 하시고 격리 치료를 합니다.,건강·안전,train
1. 선별진료소 방문하여 검사받을 것을 안내받음,건강·안전,train
마스크를 꼭 착용하고 등교하시기 바랍니다.,준비물,train
"모니터링담당자 미동행 시 대중교통이용은 불가하며, 자차 방역택시 등을 이용합니다.",건강·안전,train
본인은 상기 내용을 숙지하였으며 개인정보 수집 및 이용에 동의합니다.,기타,train
서울특별시강서양천교육지원청 학교통합지원센터 운영 안내,기타,train
신규 신청자는 이용료 선택 후 신청하고 입금하여 서비스 이용,비용,train
"수강신청 방법: ""학교종이앱""을 통해 선착순으로 이루어집니다.",제출,train
"접종부위의 통증, 부기, 발적이나 발열 등이 접종 후 2일이 지나도 호전되지 않거나 악화되는 경우",건강·안전,train
"2. 신청 또는 면담 시 제공한 정보와 사실이 다른 경우, 지원금은 중단될 수 있습니다.3. 참가 도중 학교, 농가 및 거주유형은 변경은 불가하며, 임의 변경 시 지원금은 중단됩니다.4. 예비 중학생(초등학생)의 경우, 서울 소재 학교에 입학 후 전학 처리해야 합니다.5. 서울 소재 중학교 일반배정을 희망하는 6학년 학생은 2학기 신청 연장이 불가합니다.",비용,train
"체험학습 불참 학생 5명 (체험비 26,000원 각각 환불)",비용,train
"6. 경비 납부기간 및 방법 : 스쿨뱅킹 통장 입금 2022년 8월 30일 검단초등학교장 ----------------------------절------취-------선---------------------------- 2022학년도 4학년 주제별 체험학습 참가 희망서 -참여 희망하지 않는 경우에도 '희망하지 않습니다'에 표시, 사인하셔서 학교로 보내주세요.- 개인정보의 제공 및 활용 동의서 2022년 4학년 주제별체험학습 참가신청 안내 홈페이지 https://gomdan-e.goesn.kr 담당자 : 구 오 753-4762(402) 시 간 활 동 내 용 비 고식사 시간 변경 가능하며, 도시락 개별 지참.",비용,val
이혼으로 인한 한부모가정의 경우 주민등록등본 기준 거주를 같이하는지 확인,제출,train
"성적, 기록, 가족관계 비밀 유지, 학교 밖 이름표 착용 강요를 금지한다.",준비물,train
돌봄교실 신청서를 작성하여 담임선생님께 제출해 주세요.,제출,test
"환상숲 곶자왈공원: 436,000원 (4,000원x109명)",비용,train
교육급여 신청서를 학교에 제출해 주시기 바랍니다.,제출,train
개인정보 동의서를 아이 편에 보내주시기 바랍니다.,제출,train
장화나 방수 신발을 준비해 주세요.,준비물,val
감염병 예방을 위한 환경부 지침을 준수해 주세요.,건강·안전,train
"본교에서는 학생들이 공감 소통하고, 배려와 존중하는 태도를 실천하며, 긍정적인 인성을 갖추기 위해 10월 12일부터 10월 23일까지 '2학기 인성교육 실천주간'을 아래와 같이 운영하고자 하오니, 가정에서도 자녀들의 바른 인성 함양을 위한 실천 운동에 적극 참여해 주시기 바랍니다.",일정,train
본인 자가격리 종료 후에도 코로나19 관련 증상이 있으면 등교중지,건강·안전,train
센터 홈페이지에서 인터넷 접수(선착순)나.,제출,train
"본교 우유급식을 실시함에 있어 ""학교급식 기본방향""에 의거 2023학년도 학교 우유급식 실시 여부에 대해 학부모님의 의견을 반영하고자 하오니 다음 ""2023학년도 학교 우유급식 실시 희망여부""에 대해서 12월 22일(목)까지 ""학교종이"" 앱으로 응답하여 주시기 바랍니다.",일정,train
증상 발생 시 1339 또는 보건소에 문의,건강·안전,train
신청자 소속 ( )초등학교 이름 보호자 2022년 월 일 학교장 귀하,제출,train
신청 후 부득이하게 수강이 힘들게 될 경우 즉시 강사에게 연락 부탁드리며 광주초 방과후학교 교육활동 중단사유서(광주초 홈페이지-다함께마당-방과후교실 공지사항 게시판)를 작성하여 교무실 김시은 실무사님께 제출하는 시점부터 환불처리됩니다.,제출,val
수업시작 5주 ~ 8주(12/20(월)~1/14(금)): 수강료 1개월(4주치) 환불,비용,train
형제자매가 함께 농촌유학을 신청하는 경우 참가 가능(서울 소재 공립초등학교 1학기 이상 재학 필수),제출,train
모집기간: 2026.5.1.(금) 09:00 ~ 5.15.(금) 18:00,일정,train
꼭 필요한 질문 이외의 대화를 할 수 없습니다.,기타,train
응급환자가 발생하면 119나 1339에 전화 후 다음의 응급처치를 취합니다.,건강·안전,test
예방접종 후 15~30분간 접종기관에 머물러 심각한 알레르기 반응 등 이상반응 여부 관찰,건강·안전,train
성교육: 자신의 몸 소중히 여겨 노출하지 않기,기타,train
"급식비: 4,539원",비용,train
"학생 준비물: 두꺼운 외투, 핫팩, 간식거리(매점 없음), 기타 상비약, 개별 물통(바지선 내 수도시설 없음)",준비물,train
학생들은 달리기 편한 복장으로 학교에 와서 참여합니다.,준비물,train
체육복을 매일 착용하여 등교하게 해주시기 바랍니다.,준비물,train
급식비 월 6만 5천 원을 10일까지 납부해 주시기 바랍니다.,비용,train
장소: 송파초 교과수업실1 또는 신청인원이 많을 경우 시청각실 (추후 재안내),제출,val
"00년 00월~00월 ㅇㅇ교육원(영재학급) 00분야 수료 또는 재원 중 (가장 최근 1건만 작성 요망) -수료증, 생활기록부 기재사항 등으로 시 도 교육청 및 과학기술정보통신부(한국 과학창의재단) 지정 영재교육원 이수 여부 확인 후 작성 요망 추천자 이름 직위 소속 학교(영재교육기관) 학교/영재교육원 연락처 전화 휴대폰 e-mail 추천하지 않음 보통 매우 추천 1 2 3 4 5 6 7 8 9 10 항목 수집목적 보유기간 -지원자 정보(성명, 생년월일, 사진, 학교, 주소, 연락 처 등) -보호자 정보(성명, 연락처, 이메일 주소 등) 신입생선발 운영관리 (원서접수 및 입학전형) 1년 동의 미동의 학생 성명 생년월일 소속학교 ( ) 학교 ( )년 ( )반 지원 기관 ( )영재교육원 ( )분야 학부모 성명 전화번호 주소 대상자 유형 지원 자격 사회통합 대상자 기회균등 대상자 유형 ( ) 사회다양성 대상자 유형 ( ), 가구원수 ( 인 ) 본인은 2025학년도 사회통합대상자로 지원하고자 합니다.",제출,test
온라인 학부모 총회 참석 의향 설문에 응답해 주시기 바랍니다.,제출,train
"1. 일 정1) 5학년 1반: 11월 19일(수) 08:50~12:102) 5학년 2반: 11월 12일(수) 08:50~12:103) 5학년 3반: 11월 5일(수) 08:50~12:104) 5학년 4반: 10월 22일(수) 08:50~12:102. 장 소 : 한성백제박물관(송파구 위례성대로 71)3. 대 상 : 5학년 학생 전체4. 참가비: 무료5. 준비물: 간편한 복장, 운동화6 .",비용,val
"상담 신청: 학급별 소통 창구로 개별 신청 (전화, 하이클래스 하이톡 등)",제출,test
"알찬 교육 프로그램으로 자녀들의 특기적성 계발에 최선을 다하고자 하오니, 부서를 잘 검토하시고 신청해주시기 바랍니다.",제출,train
특수교육대상자 선정 배치 중도 취소자는 특수교육운영위원회 심사 전까지 특수교육대상자 선정 배치 의뢰 취소 신청서를 제출해야 함을 안내받았습니다.확인하였다.,제출,val
학교에서는 새 학년도에도 원격수업이 진행될 경우에 대비하여 방학 동안 스마트기기의 유지 보수를 진행하고자 하오니아래 반납 일정과 지침을 반드시 숙지하셔서 기기반납에 협조해 주시기를 부탁드립니다.,일정,train
교과서 대여 신청서를 학기 초에 제출해 주세요.,제출,train
11:30부터 소극장 입구에서 선착순 입장,일정,train
옷소매로 가려요 기침 예절 지키기 - 기침이나 재채기를 할 때는 옷소매나 휴지로 입과 코를 가려주세요.,건강·안전,train
"방학 중 방과후교실, 스포츠교실, 상담교실, 영어캠프에 참가하는 학생은 일정을 확인하고 참석합니다.",일정,train
3월3일(화) 일정 안내 - 1학년: 입학식 후 급식하지 않고 12시에 하교,일정,train
2. GED에 처음 오신 분은 회원가입을 합니다.,기타,train
급식 신청서를 작성하여 3월 7일까지 제출해 주세요.,제출,val
가족이나 친구와 자주 연락합니다.,기타,train
매 등교 희망일로부터 2일 이내 학생의 진단검사 음성 결과서 제출 시 등교 가능,제출,train
동아리 활동에 필요한 재료를 개인 지참하여 주세요.,준비물,train
3. 제공받는 자의 보유 이용기간 : 학생의 본교 재학기간,일정,train
우리 학교는 다문화 가정을 환영하고 적극 지원합니다.,기타,train
모자와 선크림을 준비해 주시기 바랍니다.,준비물,train
"월 상품 첫 결제금액: 14,000원~ (부가세 포함)",비용,train
"서울시교육청의'2026년 불법찬조금 근절 대책'에 따라 불법찬조금 모금 관련 사례 발생 시 학교장 등이 인지하지 못한 경우에도 처벌을 받을 수 있으며, 학교도 불이익 조치를 받을 수 있으니, 불법찬조금 납부 요구가 있을 시에는 아래 신고처로 신고하여 주시기 바랍니다.",비용,train
접수기간 내에는 응답확인하기에서 응답수정이 가능(단 PC에서만 가능),제출,train
- 기침을 할 때는 옷소매로 입과 코를 가려요!,건강·안전,train
"42. 24. 7. 체험비: 26,000원 (다양한 직업 체험)",비용,train
졸업앨범 사진 동의서를 반드시 제출하여 주시기 바랍니다.,제출,train
아동의 상처에 대한 보호자의 설명이 모순되는 경우 신고 필요,기타,train
유학 최종 신청: 2021년 12월 27일(월)~2022년 1월 5일(수),일정,train
5. 결과통보를 받은 후 추후 관리 정상 소견일 경우 - 참고하셔서 계속 건강을 유지해 주세요.,기타,train
그러나 동의를 거부할 경우 교육회복지원금 지원이 불가합니다.,비용,train
입학식은 3월 4일(화) 오전 10시에 강당에서 진행됩니다.,일정,val
"빔프로젝터 or TV,편집용 노트북 9(06.01.) 숏폼 콘텐츠 제작(인증제) 유튜브 쇼츠, 인스타그램 릴스, 틱톡에서 인기 있는 챌린지를 함께 알아보고 제작 해본다.",일정,train
"영재교육원 지원 자격이 기준에 해당하지 않거나 제출 서류가 허위로 판명될 때에는 결격 처리하고, 사후에라도 결격사항이 판명되면 합격을 취소함",제출,test
"위원님께서는 사안조사 보고서 등 심사 자료를 참고하시고, 선도조치 결정을 위해 관련학생 및 학부모(보호자)님께 추가로 확인할 사항에 대해 준비하여 주시기 바랍니다.",준비물,train
자료를 살펴보고 사람들의 옛날 생활 모습을 찾아 설명하기,기타,train
클라우드서비스 통합로그인 지원시스템 이용 전 준비사항,준비물,test
긴급연락처 변경 신청서를 반 담임선생님께 제출해 주세요.,제출,train
수학여행 짐은 배낭 하나로 제한합니다.,준비물,train
약관동의 및 서비스 가입인증,기타,val
자전거 이용 시 헬멧 착용을 의무화합니다.,건강·안전,train
2 새로운 일정을 추가 하는 기능 만들기,기타,val
견학 당일 도시락과 음료를 준비해 주시기 바랍니다.,준비물,train
"지레, 빗면과 같은 도구를 이용하면 물체를 들어 올릴 때 드는 힘의 크기가 달라짐을 알고, 도구가 일상생활에서 어떻게 쓰이는지 조사하여 공유할 수 있다.",기타,train
"학습 준비물: 자, 컴퍼스, 각도기를 준비해 주세요.",준비물,train
수족구병 의심증상이 있는 경우 곧바로 가까운 의료기관에 방문하여 진료를 받고 전염력이 없어졌다고 의사가 판정할 때까지 학교(학원 포함)등 사람이 많이 모이는 장소에 가지 않도록 해주시기 바랍니다.,건강·안전,train
2) 담당강사로부터 문자회신 시간: 8월 23일(금) 12시 이후,일정,train
"2) 자녀가 ""디벗""기기와 액세서리를 소중히 사용하며, 분실 파손하지 않도록 지도하겠습니다.3) 스마트기기 학습의 상황을 점검하고 이를 주제로 수시로 자녀와 대화하겠습니다.",기타,train
아래 내용을 참고하여 참가 신청서 작성 후 4월 20일(월)까지 담임선생님께 제출 바랍니다(기한 엄수).,제출,train
회의 참여 신청 URL: http://naver.me/FMAEnrsz,제출,train
주소 (세부 주소는 미기재),제출,train
운영 시간: 오전 9시 ~ 오후 4시,일정,train
줄넘기 연습하기(양발모아 앞으로 뛰기),기타,val
"운영기간: 2023. 4. 22.(토)~11. 11.(토) 중 토요일(총 10일, 20회)라.",일정,train
체험학습 당일 도시락과 물을 준비해 주세요.,준비물,train
개인정보 수집/이용 제공 동의,기타,train
지원서는 반드시 출력하여 학교 혹은 추천교사분께 제출해야 하나요?,제출,val
"본교는 학교 내 감염 예방 및 전파 방지를 위하여 ""동거인 확진자""가 있는 학생은 3일내 PCR검사 실시 후 결과 확인 시 까지 등교중지(출석인정)하며, 6~7일차 신속항원검사를 실시하도록 협조 부탁 말씀을 드립니다.",건강·안전,train
레벨 테스트 후 레벨은 변경 불가하니 신중하게 신청바람,제출,train
"아이스박스, 페트병 등 부력이 발생하는 도구를 이용",기타,train
"여가시간에는 특별실을 이용하여 자신의 취미와 적성을 살리는 활동을 할 수 있으며, 이용규칙을 잘 지켜야 한다.",기타,train
다들어줄게 어플을 통해 상담을 받으실 수 있습니다.,기타,test
2. 위원회의 평가 결과에 이의가 있는 평가 대상의 학생이나 학부모는 평가 결과를 안 날부터 10일 이내에 해당 학교장을 통하여 재평가를 요청할 수 있다.,일정,train
예 5. 예방접종 후 이상반응 설명 및 미동행 확인 등을 위하여 연락 가능한 연락처를 정확하게 작성해 주십시오(휴대 전화번호: ) 접종 당일 자녀의 건강상태 및 의사의 예진 결과에 따라 예방접종이 연기될 수 있습니다.,건강·안전,val
감염 또는 감염이 의심될 경우 학교와 같이 집단생활을 하는 곳(학원 포함)에서는 등교중지를 해야 합니다.,건강·안전,train
1. 개인 온라인수업 준비물: 줌 수업용 기기 1대(태블릿PC)와 실습용PC 1대(데스크톱 또는 노트북) 가.,준비물,train
2025학년도 자동신청 미희망 시 취소 기간(3월 5일~3월 20일) 내 취소 가능,일정,train
"의사 진단서(특수교육지원센터 작업치료 선정 학생만 해당, 최종 선정 후 제출)",제출,train
"(일상복귀) 등교(출근) 전 코로나19 의심증상이 있으면 미리 검사와 진료를 받고, 음성인 경우에도 증상이 있으면 다른 사람과의 접촉을 최소화하며, 개인위생에 철저히 신경 써 주시기를 당부드립니다.",건강·안전,train
일시 : 2020년 1월 8일(수) 오전 10 시 30분 장소 : 성남초등학교 슬기관 3층 2020년 1월 2일 성 남 초 등 학 교 장 한종숙 성 남 초 등 학 교 운 영 위 원 장 윤창근 성 남 초 등 학 교 학 부 모 회 장 정희선,일정,train
ZOOM 초대링크: https://bit.ly/3EMivQ6,기타,train
한국어 학습이 필요한 다문화가정 학생 및 학부모(보호자) 모두 기한 내 신청하여 주시기 바랍니다.,일정,train
3. 납부기간 및 방법: 2022년 9월 27일(화)-30일(금) 스쿨뱅킹 또는 신용카드,비용,train
선발공고를 다운받아 보시면 사회통합전형에 대한 안내가 공지되어있습니다.,기타,train
보호자 특별교육 기간은 3일 이내로 지정하여 할 수 있다.,일정,train
자살예방상담전화 109로 언제든지 연락 주세요.,기타,val
생태체험학습 일정은 4월 10일(목) 오전 8시 50분 출발입니다.,일정,train
2022년 1학년 주제별체험학습 참가비 납부 안내홈페이지https://gomdan-e.goesn.kr담당자 : 창 753-4762(101) 안녕하십니까?,비용,val
학생 건강 자가진단 앱을 매일 아침 시행해 주세요.,건강·안전,train
아이들이 편안한 복장으로 등교할 수 있도록 해주세요.,준비물,train
동의서를 작성하여 3월 20일까지 담임선생님께 제출해 주세요.,제출,train
학부모님들의 참여와 봉사로 아이들의 건강하고 안전한 학교활동을 할 수 있도록 많은 신청 부탁드립니다. (성남초 학부모는 자발적 1인 1봉사를 지향합니다.),제출,train
"지역 제품 구매를 통해 화석연료 사용을 줄이고 지역 경제를 지원하며, 필요한 물건만 사는 습관이 자원 낭비를 줄이는 데 기여할 수 있습니다.",기타,train
학교 환경 개선을 위한 의견을 제출해 주세요.,기타,train
해원 합창단 단원 추가 모집 오디션을 아래와 같이 안내하오니 많은 신청 바랍니다.,제출,train
"음성이더라도 계속적인 건강상태 관찰, 올바른 마스크 착용, 개인위생 방역 수칙 준수 철저",준비물,train
지원서 제출 기간: 2020. 6. 16.(화) ~ 6. 22.(월),제출,train
"영재교육원 교육장소 - 교육 장소: 경기도성남교육지원청부설 영재교육원 (창성중학교 안에 위치함, 약도 참고) 주소: 경기도 성남시 수정구 수정로 400 창성중학교(영재교육원)",기타,train
"학교의 장과 교원, 보호자는 상호 간에 상담을 요청할 수 있고, 상대방의 요청이 있는 경우 명백한 사유가 없는 한 이에 응하여야 한다.",기타,train
신청기간: 2023. 4. 6.(목) 09:00 ~ 2023. 4. 13.(목) 18:00,일정,train
"1월: 11일×6,000원(1식) 66,000원 (1월 13일 ~ 1월 31일)",비용,train
1. 대상: 3학년 학생 전체,기타,train
신청 방법: 교육비 원클릭 시스템(http://oneclick.moe.go.kr) 온라인 신청,제출,train
수학여행 동의서를 3월 31일까지 학교로 제출해 주세요.,제출,test
"기타 유의사항 - 지원과 관련한 세부 사항은 선발 요강을 참고함 - 영재교육원 수업 및 각종 프로그램에 참가하기 위한 교통 편의는 별도 제공하지 않으므로 수업 장소까지 이동하는 방법은 개인적으로 강구해야 하며(학생 안전에 유의), - 수업장소를 확인하여 참여가 가능한 프로그램으로 지원해야 함 표 교육지원청 (4권역) 학급수(학생 정원) 초3,4학년과정 초5,6학년과정 중1,2,3학년 과정 계 3학급(60명) 3학급(60명) 2학급(40명) 성남 3학급(60명) 초3학년 1학급/초4학년 2학급 3학급(60명) 2학급(40명) 8학급(160명) 2학급(40명) 2학급(40명) 2학급(40명) 2학급(40명) 2학급(40명) 2학급(40명) 1학급(20명) 4학급(80명) 2학급(40명) 2학급(40명) 3학급(60명) 3학급(60명) 구 분 내 용 과정 구분 일시 내용 1단계 선발공고 ~2024. 3. 1.(금) 학생지원 2024. 3. 25.(월) ~ 3. 29.(금) GED시스템(http://ged.kedi.re.kr) 활용하여 학생이 직접 지원 4권역 프로그램 중 1개를 선택하여 지원 지원서류(지원서, 체크리스트, 자기보고서)는 모두 작성 학년별 세부프로그램은 첨부된 프로그램 안내 참고 지원 서류 작성 방법은 부록1 참고 학교추천 (교사추천) 2024. 4. 1.(월) ~ 4. 2.(화) 2024. 4. 2.(화) ~ 4. 4.(목) 1단계 학생선정 2024. 4. 5.(금) ~ 4. 12.(금) 추가모집 2024. 4. 15.(월) ~ 4. 16(화) 2024. 4. 17.(수) 교육대상자 발표 2024. 4. 22.(월) 예정 교육운영 2024. 4월 ~ 6월 2단계 2단계 학생선발 2024. 6월 ~ 7월 교육운영 2024. 7월 ~ 11월 모집 학년 지역청 교육영역 지원 학년 모집인원 (명) 프로그램 주제 수업 요일 및 시간 (예정) 수업 방식 초3,4 학년 초5,6 학년 광주하남 융합(과학,정보,기술) 초5,6 20 인공지능 문제 해결사 (수)16:00~18:30 대면,온라인 융합(과학,정보,공학) 초5,6 20 친환경 도시 설계 (화)16:00~18:30 대면 융합(수학,과학,정보) 초5,6 20 STEAM으로 그리는 미래 (목)16:00~18:30 대면,온라인 성남 융합(과학,수학) 초5,6 20 SMP(science & Math Project) (월)16:00~18:00 대면 융합(과학,환경) 초5,6 40 미래의 나를 위한 ECO PROJECT (월)16:00~18:00 대면,온라인 안성 양평 여주 융합(과학,수학) 초5,6 20 흥미로운 수학, 과학 세상 만나기 (화)17:00~19:00 대면,온라인 융합(과학,정보) 초5,6 20 탐구 중심의 학생주도 프로젝트(3D 모델링,SW,AI) (목)15:00~17:00 대면,온라인 융합(과학,정보) 초5,6 20 코딩과 중력 속 과학 원리 탐험 (목)17:00~18:20 대면 융합(수학,예술) 초5,6 20 생활 속 수학의 세계 (화)16:00~18:10 대면 융합(예술,정보,사회) 초5,6 20 AI 프로그램을 활용하여 나만의 메타버스 전시회 꾸미기 (목)16:30~18:45 대면,온라인 융합(과학,우주,예술) 초5,6 20 빛과 소리로 만나는 세상 (목)17:30~19:45 온라인 융합(수학,과학) 초5,6 20 수학과 과학으로 연결되는 별과 나 (금)16:00~18:15 온라인 융합(과학,정보,수학) 초5,6 20 3D프린팅과 과학놀이로 메이커되기 (금)16:30~18:45 온라인 용인 융합(과학,환경,인공지능) 초5,6 20 나도 툰베리처럼, 청소년 기후행동 기획 (수)16:30~18:00 온라인 융합(과학,국어,예술,SW) 초5,6 20 환경 지능 프로젝트(AI, 전자책, SNS와 환경의 만남) (수)16:30~18:00 온라인 융합(과학,정보,예술) 초5,6 20 삼성 반도체 응용 과학교실 (수)16:30~18:00 대면,온라인 중 1,2,3 학년 용인 융합(과학,수학,인공지능) 중1,2,3 20 휴머니즘 VS 알고리즘 (수)17:00~18:30 온라인 융합(과학,수학,인문학) 중1,2,3 20 나는야 의사과학자(디지털 바이오 혁신) (수)17:00~18:30 온라인 융합(과학,수학,인문학) 중1,2,3 20 세상을 바꾼 아이디어 (수)17:00~18:30 온라인 성남 융합(과학,정보,수학) 초3 20 나는야 창의융합 마술사!",제출,train
수강료 환불 기간: 다음 달 초 (스쿨뱅킹),비용,train
다중 이용시설 방문 시 방역지침 준수,건강·안전,val
2025학년도 1학기 학부모 상담은 5월 12일(월)부터 16일(금)까지 운영됩니다.,일정,train
이에 참여하고 싶은 학생들은 하단의 설문에 참여의사를 4월 24일까지 회신하여 주시기 바랍니다.,제출,train
손 씻기와 같은 개인위생을 지키고 스트레스를 긍정적으로 해소하는 것도 중요합니다.,건강·안전,train
자유수강권 대상자 아동 3번 연속 결석 시(또는 총 수업일수의 50% 이상) -담당교사와 상담 후 지원금 중지 및 수강료 부담금으로 전환됩니다.,비용,train
2. 입학준비금 신청 사이트 이용 방법 1 2 1 1 (개인정보입력) 학부모 생년월일 입력 1 (신청하기) 휴대폰 인증 완료 후 신청서 작성하기 클릭 2 (휴대폰인증) 인증하기를 누르고 본인인증 진행,제출,train
"준비물: 체육복, 실내화 등",준비물,train
"해열제 복용없이 24시간동안 정상 체온 유지, 호흡기 기타 증상 없으면 등교 가능",건강·안전,train
5. 동의서 회신 : 봉투에 넣어 담임선생님께 4월 13일(수)까지 회신,제출,val
인플루엔자 예방접종을 10월 31일까지 완료해 주세요.,건강·안전,test
"급식 신청비 월 70,000원을 계좌이체해 주시기 바랍니다.",비용,train
"설문 참여 (3~6학년): 1안 밀집도 1/3 원칙 17.7%, 2안 밀집도 2/3 운영 가능 82.3% (604명 응답)",비용,train
접수기간 종료 후 취소를 희망하실 경우에는 방과후코디실 02-2699-4785(내선829)로 연락주세요.,제출,train
21. 3. 납부기간 및 방법: 2022년 9월 27일(화)-30일(금) 스쿨뱅킹 또는 신용카드,비용,test
등교시 마스크 착용부탁드립니다.,준비물,train
선행학습 예방을 통해 학생의 학습 부담을 경감하고 학습 흥미를 제고할 수 있도록 선행학습 유발 관행 근절 노력에 협조해 주시기 바랍니다.2022. 3. 21.서울신월초등학교장------------------------------------------------------------------------------,일정,train
아이디/비밀번호 찾기를 클릭합니다.,기타,train
"건강검사 확인서 (보호자 작성, 학교에 제출)",제출,train
예 ( ) 아니오 ( ) 참여를 희망하지 않으신다면 이유는 무엇입니까?,기타,train
3) 홈페이지에서 신청 시 개인정보 사용에 대한 승인 인지 후 신청,제출,val
일시: 2025. 1. 15.(수) 10:00~11:30,일정,train
"15:30~17:45 융합 (수) 초3,4 20 인공지능과 함께하는 공공디자인 온라인(구글미트) (과학,예술,인공지능) 16:00~17:30 용인 융합 (수) 초3,4 20 지구의 힘으로 디자인해요 온라인(ZEP) (과학,수학,예술) 16:00~17:30 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 온라인 수업 - 웹캠 사용 가능한 데스크탑 또는 노트북 준비 필수 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 2024년 광주하남교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 2024년 성남교육지원청부설 영재교육원 4권역 1단계 프로그램 (초3학년/A반) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 성남교육지원청부설 영재교육원 4권역 1단계 프로그램 (초4학년/B,C반) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2개의 학급(B반, C반)으로 운영되어 반별로 수업 순서(수업방식 포함)는 달라지며, 학생별 반배정 결과는 합격자 발표 시 안내함 2024년 안성교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 교육일정 및 수업내용은 교육지원청 상황에 따라 변동 될 수 있음 2024년 안성교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 교육 일정 및 수업내용은 교육지원청 상황에 따라 변동될 수 있음 2024년 양평교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 양평교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 웹캠 사용 가능한 데스크탑 또는 노트북 준비 필수 2024년 여주교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동 될 수 있음 2024년 용인교육지원청 부설영재교육원 4권역 1단계 프로그램 (초3,4학년 A반) 교육일정 및 수업내용은 교육지원청(영재교육원) 상황에 따라 변동될 수 있음 개인 온라인 수업 준비물",준비물,train
본 가정통신문은 학교 홈페이지에서도 확인 가능합니다.,기타,train
청소년상담전화 1388로 연락하시면 도움받으실 수 있습니다.,기타,val
교육 재료는 가정에서 준비,준비물,train
각각 검사결과 음성이고 증상이 없는 경우 그 다음 날 등교가능,건강·안전,test
"김아름010-2-4969 대면 B 3-6 14:30~16:00 화 쏙쏙한자속독 A 1-2 13:30~15:00 교과3실(서관2층) 수강료 76,780원(11회)/교재비17,0원 -그림과 이야기로 쉽게 익히는 한자.-교과어휘, 사자성어로 어휘력 확장하고, 한자 학습의 기본이 되는 부수 학습, 한자속독 훈련으로 집중력, 기억력 향상됩니다.-PPT를 활용한 한자 보드게임을 합니다.-수준별 급수교재로 급수시험 대비를 합니다.",비용,train
학교 급식에 대한 의견을 급식모니터링단에 알려주세요.,기타,train
