text,category,source
자유학기(학년)제 주제 선택 활동이 11월 11일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
"학교 교육활동 지원비 50,000원이 4월 12일에 지급됩니다.",비용,학교알리미_공공데이터
학교폭력 예방교육이 3월 28일에 실시될 예정이니 참여를 부탁드립니다.,건강·안전,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 6월 13일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
2학기 중간고사 일정은 6월 4일~6일입니다.,일정,학교알리미_공공데이터
독감 예방접종 완료 학생은 접종 확인서를 보건 선생님께 제출 바랍니다.,건강·안전,학교알리미_공공데이터
교원능력개발평가가 9월 12일부터 13일까지 실시됩니다.,일정,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 10월 2일에 실시됩니다.,일정,학교알리미_공공데이터
흡연 예방교육이 11월 중 실시될 예정이오니 학생들의 적극적인 참여를 바랍니다.,건강·안전,학교알리미_공공데이터
현장체험학습은 8월 17일(화) 오전 8시 50분에 출발합니다.,일정,학교알리미_공공데이터
2026학년도 1학기 방학식은 7월 8일(금)에 실시됩니다.,일정,학교알리미_공공데이터
11월 15일(월)부터 18일(금)까지 여름방학입니다.,일정,학교알리미_공공데이터
진로 체험의 날 행사가 3월 27일(화)에 예정되어 있습니다.,일정,학교알리미_공공데이터
"2026학년도 1학기 급식비는 10,000원이며 11월 16일까지 납부해 주시기 바랍니다.",비용,학교알리미_공공데이터
2026학년도 1학기 학사일정: 9월 23일 — 재량휴업일,일정,학교알리미_공공데이터
공개수업 참관일은 3월 2일(목) 오전 10시~11시입니다.,일정,학교알리미_공공데이터
비만 예방 건강교육이 7월 22일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 6월 20일에 실시됩니다.,건강·안전,학교알리미_공공데이터
3월 18일은 학교 창립기념일로 재량휴업일입니다.,일정,학교알리미_공공데이터
수영 안전교육 이수 확인서를 7월 28일까지 담임 선생님께 제출 바랍니다.,건강·안전,학교알리미_공공데이터
학교생활기록부 기재 요령 안내 연수가 7월 28일에 실시됩니다.,일정,학교알리미_공공데이터
학교폭력 예방 캠페인이 11월 27일에 실시됩니다.,일정,학교알리미_공공데이터
입학식은 3월 26일(화) 오전 10시 30분에 체육관에서 실시됩니다.,일정,학교알리미_공공데이터
자유학기(학년)제 주제 선택 활동이 3월 9일부터 매주 수요일 운영됩니다.,일정,학교알리미_공공데이터
비만 예방 건강교육이 3월 10일에 실시될 예정입니다.,건강·안전,학교알리미_공공데이터
2026학년도 4학년 대상 수두·MMR 예방접종 확인서를 7월 2일까지 담임 선생님께 제출해 주십시오.,건강·안전,학교알리미_공공데이터
교내 CCTV 점검으로 인해 16일 오전 중 녹화가 일시 중단됩니다.,건강·안전,학교알리미_공공데이터
시력 및 청력 검사가 8월에 실시될 예정이오니 안경 착용 학생은 지참 바랍니다.,건강·안전,학교알리미_공공데이터
수학여행은 11월 21일(수)부터 26일(금)까지 2박 3일 일정으로 진행됩니다.,일정,학교알리미_공공데이터
수업 공개의 날은 9월 27일(목)이며 오전 1~4교시 수업을 공개합니다.,일정,학교알리미_공공데이터
학생 건강검진(구강검진 포함)이 8월 26일에 실시됩니다.,건강·안전,학교알리미_공공데이터
