"text","category"
"밥그릇 등 식기, 수건, 침대, 컴퓨터는 가족과 따로 씁니다.","건강·안전"
"가족 모두 알코올 소독제나 물과 비누로 손을 자주 소독합니다.","건강·안전"
"외출하는 동안에는 KF94(또는 이와 동급) 마스크를 씁니다.","건강·안전"
"사람이 많이 모인 장소, 특히 밀폐되고 환기가 잘되지 않는 곳의 방문은 자제합니다.","건강·안전"
"다른 사람과 최소 1m 이상 건강 거리 두기를 합니다.","건강·안전"
"만나는 사람과 마스크를 벗고 대화하거나 식사하는 등의 밀접한 접촉을 자제합니다.","건강·안전"
"건강하고 균형 잡힌 식사 및 충분한 수면을 취하세요.","건강·안전"
"심호흡, 스트레칭 등 가벼운 운동을 꾸준히 하세요.","건강·안전"
"불안이나 우울 등 심리적 어려움이 있는 경우에는 전문가의 도움(정신건강복지센터 1577-0199)을 받을 수 있습니다.","건강·안전"
"백신 접종 여부와 관계없이 만성병이 있거나 나이가 많으신 확진자가 발열, 기침, 온몸에 근육통이 생겼을 때에는 진료를 받으세요.","건강·안전"
"건강상태가 점점 나빠지는 것을 느끼다면 의료기관(호흡기환자진료센터 이용 권장)에서 진료를 받으세요.","건강·안전"
"격리 권고 기간 동안 일반쓰레기, 재활용품, 음식물쓰레기로 분리하여 소독한 후 보관하며, 격리 권고 기간 종료 후 배출합니다.","건강·안전"
"등교 전 의심증상이 있어 의료기관을 방문하여 진료 검사를 실시한 경우도 그 결과(검사결과서, 소견서, 진료확인서 등 증빙자료)를 학교에 제출하면 출석인정","제출"
"확진자는 권고격리기간 동안 증상이 발현 또는 악화되는지 스스로 건강상태 모니터링","건강·안전"
"증상발현 시 의료기관 방문 등을 통해 진료를 받고, 필요 시에는 치료제를 처방받아 관리","건강·안전"
"바이러스 전파 차단 및 방지를 위해 격리 권고기간 동안 자택에 머무르며 가급적 외출을 자제","건강·안전"
"다른 사람과 접촉을 최소화(특히, 감염취약시설 방문 및 이용 자제)","건강·안전"
"마스크 상시 착용","건강·안전"
"비말 생성이 많은 행동(운동, 노래, 함성 등) 자제","건강·안전"
"30초 이상 비누로 손 씻기, 기침예절 등 개인 방역 수칙 준수","건강·안전"
"집에서는 다른 가족을 위해 가급적 필수공간(화장실, 독방 등) 분리 사용 및 혼자 식사하기","건강·안전"
"다빈도 접촉부위(문고리, 전등 스위치 등)는 주기적으로 소독","건강·안전"
"가정에서 등교하지 않고 신속하게 검사 또는 진료","건강·안전"
"자가검사(양성이면 의료기관 방문 검사 실시), 의료기관 등 방문","건강·안전"
"확진자 5일 격리권고기간 등교중지 권고(출석인정)","건강·안전"
"감염병 발생 차단을 위한 개인위생 수칙 준수(손 씻기, 기침예절 등)","건강·안전"
"전파방지를 위한 (의심)환자 관리(관찰, 격리, 의료기관 진료요청, 등교중지 등) 적극 협조","건강·안전"
"확진자가 불가피하게 외출할 시 KF94(또는 이와 동급)마스크 상시 착용 권고","건강·안전"
"확진자이거나 확진자와 접촉(접촉일로부터 2주간 착용)했던 경우","건강·안전"
"의심증상 있거나 의심증상이 있는 사람과 접촉한 경우","건강·안전"
"환기가 어렵고, 1M거리 유지가 어려운 다수 밀집 공간(밀폐, 밀집, 밀접)에 있는 경우","건강·안전"
"합창수업, 응원, 함성, 대화 등 비말 생성행위가 많은 경우","건강·안전"
"의료기관에서 검사 음성 시: 검사 당일에 한하여 출석인정.","건강·안전"
"의료기관의 전문가용 신속항원검사 음성 확인서(소견서) 등 제출","제출"
"확진 시: 방역당국 확진 문자메시지, 의료기관의 전문가용 신속항원검사 양성 확인서(소견서) 등 증빙자료 제출","제출"
"독감 격리(등교중지)기간은 원칙적으로 의사의 소견에 따르며(의사소견서 등 제출)","제출"
"외출을 해야 하는 경우에는 다음 사항을 실천합니다.","건강·안전"
"ㅇ 외출하는 동안에는 KF94(또는 이와 동급) 마스크를 씁니다.ㅇ 사람이 많이 모인 장소, 특히 밀폐되고 환기가 잘되지 않는 곳의 방문은 자제합니다.ㅇ 다른 사람과 최소 1m 이상 건강 거리 두기를 합니다.","건강·안전"
"ㅇ 만나는 사람과 마스크를 벗고 대화하거나 식사하는 등의 밀접한 접촉을 자제합니다.","건강·안전"
"ㅇ 건강하고 규칙적인 생활을 합니다.- 건강하고 균형 잡힌 식사 및 충분한 수면을 취하세요.- 심호흡, 스트레칭 등 가벼운 운동을 꾸준히 하세요.ㅇ 가족이나 친구와 자주 연락합니다.ㅇ 불안이나 우울 등 심리적 어려움이 있는 경우에는 전문가의 도움(정신건강복지센터 1577-0199)을 받을 수 있습니다.","건강·안전"
"아플 때는 의료기관에 방문하여 진료받으세요.","건강·안전"
"ㅇ 백신 접종 여부와 관계없이 만성병이 있거나 나이가 많으신 확진자가 발열, 기침, 온몸에 근육통이 생겼을 때에는 진료를 받으세요.ㅇ 건강상태가 점점 나빠지는 것을 느끼다면 의료기관(호흡기환자진료센터 이용 권장)에서 진료를 받으세요.","건강·안전"
"ㅇ 격리 권고 기간 동안 일반쓰레기, 재활용품, 음식물쓰레기로 분리하여 소독한 후 보관하며, 격리 권고 기간 종료 후 배출합니다. 확진자의 폐기물 처리 방법은 ""코로나바이러스감염증-19 관련 폐기물 안전관리 특별대책"" 최신판을 참고하세요.","건강·안전"
"코로나19 유증상 발생 시 등교하지 않고 신속하게 검사 또는 진료를 받으세요.","건강·안전"
"자가검사에서 양성이면 의료기관 방문 검사를 실시하세요.","건강·안전"
"등교 후 유증상이 나타나면 보건용 마스크를 착용하고 보호자에게 연락하세요.","건강·안전"
"불가피하게 외출할 때는 KF94 마스크를 상시 착용하세요.","건강·안전"
"확진자와 접촉했다면 2주간 마스크를 착용하세요.","건강·안전"
"의심증상이 있거나 의심증상자와 접촉한 경우 마스크를 착용하세요.","건강·안전"
"밀폐되고 환기가 어려운 다수 밀집 공간에서는 마스크 착용을 권고합니다.","건강·안전"
"합창수업, 응원, 함성 등 비말 생성행위가 많은 경우 마스크를 착용하세요.","건강·안전"
"고위험군이거나 위험군과 접촉하는 경우 마스크를 착용하세요.","건강·안전"
"손 씻기와 기침예절 등 개인위생 수칙을 준수하세요.","건강·안전"
"확진자를 관찰, 격리하고 의료기관 진료를 요청하세요.","건강·안전"
"격리 권고 기간 동안 자택에 머물며 가급적 외출을 자제하세요.","건강·안전"
"다른 사람과의 접촉을 최소화하고 사적 모임을 자제하세요.","건강·안전"
"감염취약시설 방문 및 이용을 자제하세요.","건강·안전"
"비말 생성이 많은 행동(운동, 노래, 함성 등)을 자제하세요.","건강·안전"
"30초 이상 비누로 손을 씻으세요.","건강·안전"
"확진자는 독방을 사용하고 방에서 나올 때 KF94 마스크를 착용하세요.","건강·안전"
"격리 기간 동안 식사는 혼자 하세요.","건강·안전"
"방문고리, 전등 스위치 등을 매일 한 번 이상 소독하세요.","건강·안전"
"밥그릇 등 식기, 수건, 침대, 컴퓨터는 가족과 따로 사용하세요.","건강·안전"
"가족 모두 알코올 소독제나 물과 비누로 손을 자주 소독하세요.","건강·안전"
"다른 사람과 최소 1m 이상 거리를 유지하세요.","건강·안전"
"마스크를 벗고 대화하거나 식사하는 등의 밀접한 접촉을 자제하세요.","건강·안전"
"건강하고 규칙적인 생활을 하세요.","건강·안전"
"심리적 어려움이 있으면 정신건강복지센터(1577-0199)에 전화하세요.","건강·안전"
"발열, 기침, 근육통이 생기면 진료를 받으세요.","건강·안전"
"건강상태가 나빠지면 의료기관(호흡기환자진료센터)에서 진료를 받으세요.","건강·안전"
"격리 기간 동안 쓰레기를 분리하여 소독한 후 보관하세요.","건강·안전"
"격리 기간 종료 후 쓰레기를 배출하세요.","건강·안전"
"확진자는 스스로 건강상태를 모니터링하세요.","건강·안전"
"증상이 발현되면 신속하게 의료기관을 방문하세요.","건강·안전"
"필요 시 치료제를 처방받아 관리하세요.","건강·안전"
"2023년 5월 31일까지 확진자는 7일 등교중지 의무입니다.","건강·안전"
"토요가족생태환경교실 신청 기간은 4월 11일부터 13일까지입니다.","일정"
"토요가족생태환경교실 신청 기간은 5월 23일부터 25일까지입니다.","일정"
"토요가족생태환경교실 신청 기간은 8월 29일부터 31일까지입니다.","일정"
"토요가족생태환경교실 신청 기간은 10월 4일부터 6일까지입니다.","일정"
"토요가족생태환경교실 신청 기간은 10월 24일부터 26일까지입니다.","일정"
"공모전 신청서와 개인정보제공동의서를 제출해야 합니다.","제출"
"공모 접수는 7월 10일부터 9월 12일까지입니다.","일정"
"운영기간: 2023. 4. 22.(토)~11. 11.(토) 중 토요일(총 10일, 20회)라.","일정"
"신청 방법: 서울특별시교육청과학전시관 홈페이지(http://ssp.sen.go.kr)에서 온라인 신청( 예약 및 신청 - 본관 토요가족생태환경교실 예약신청하기) 매달 4회차 중 1회차만 신청 가능(당해년도 미선정자 우선 기회 부여)나.","제출"
"2025년 월 일응모자(대표자) : 최행복 한국여성정책연구원장 귀하 학교 디지털 성폭력 예방 콘텐츠 공모전 개인정보 제공 동의서 ㅇ 하단의 안내사항을 확인 후 동의하는 경우, 칸에 반드시 체크( )해주시기 바랍니다.","제출"
"위 개인정보 제공에 동의함","제출"
"응모자는 출품작이 제3자의 저작권, 초상권 등을 침해하지 않도록 주의 의무를 다하였음에 동의함","제출"
"수상작은 비영리 목적으로 온오프라인에서 가공 활용될 수 있음에 동의함","제출"
"수상작은 주최 및 주관 측에 저작권이 양도되며, 수상작의 저작재산권에 대한 이용료는 입상에 따른 시상금으로 대체하는 것에 동의함","제출"
"수상작은 순수창작물로서 수상 후 활용 시 공개적으로 활용하는 데 법적인 문제가 없어야 함","제출"
"생성형 AI로 제작한 작품 제출 금지","건강·안전"
"본 공모전의 공모전 요강, 포스터, 제한 및 유의사항을 모두 확인하였음","제출"
"2025년 학교 디지털 성폭력 예방 콘텐츠 공모전 참가를 신청합니다.","제출"
"공모신청서: 한글 파일로 제출","제출"
"개인정보 동의서: 직접 서명 후 PDF 파일로 제출","제출"
"포스터 수상작: 추후 원본 파일 제출 필수(형식: ai, psd)","제출"
"카드뉴스 수상작: 추후 원본 파일 제출 필수(형식: ai, psd)","제출"
"웹툰 수상작: 추후 원본 파일 제출 필수(형식: ai, psd)","제출"
"공모 기간: 2025년 7월 10일(목)~2025년 9월 12일(금)","일정"
"제출 자료: 공모전 신청서(붙임 1), 개인정보 제공 동의서(붙임 2), 작품 파일","제출"
"입후보 접수 기간: 2023년 3월 8일부터 3월 14일까지","일정"
"투표: 2023년 3월 22일 10:00~15:00","일정"
"후보자 등록(2023년 3월 8일~3월 14일): 후보자 등록서류를 선출관리위원회(행정실)에 제출","제출"
"투표 및 개표(2023년 3월 22일): 투표용지를 수령한 후 직접투표, 학부모 참관인이 임석한 가운데 개표","일정"
"평가 방법: 학교교육활동평가와 통합하여 12월 중에 평가 주체별로 학교종이앱 온라인 설문 조사 실시","일정"
"학부모On누리 학교폭력 예방 교육 수강","기타"
"자녀관계 개선을 위한 어울림 프로그램 학습","기타"
"실적연계사이트 미이용 시 봉사활동 계획서 제출 절차","제출"
"봉사활동 계획서 담임교사 지도 및 상담","기타"
"봉사활동 실행 후 확인서 제출 및 평가","제출"
"실적연계사이트 이용 시 온라인 신청 절차","기타"
"온라인 신청 복지로 사이트 이용","제출"
"교육급여 신청서 및 소득재산신고서 제출","제출"
"금융정보제공 동의서 제출","제출"
"통장사본, 신분증 등 증빙자료 제출","제출"
"3월 2일부터 3월 18일까지 집중신청기간","일정"
"신청 기간 6월 29일부터 9월 30일","일정"
"사용 기한 12월 31일까지","일정"
"1. 일시 : 2025. 6. 25.(수) 10:00 ~ 12:00","일정"
"2. 장소 : 본교 1층 행복실","일정"
"5. 대상 : 광주초등학교 학부모 학생 안전과 수업을 위해 주차장을 개방하지 않습니다.","기타"
"대중교통이나 인근 주차장을 이용해 주시기 바랍니다.","기타"
"학부모서비스의 회원가입 및 활용 방법을 안내드 리니 가정에서 활용하시기 바랍니다.","기타"
"1. 회원가입 및 로그인 학부모서비스(https://parents.neis.go.kr)에 접속하여 디지털원패스, 학부모서비스 회원가입(본인인증)을 합니다.","기타"
"행안부 디지털원패스, 간편인증에 이미 가입된 경우 인증 후 학부모서비스에 가입하면 됩니다.","기타"
"2. 모바일 앱 다운받기 (안드로이드) Play스토어, 원스토어, (아이폰) 앱스토어에서 '학부모서비스'를 검색합니다.","기타"
"3. 학부모서비스의 자녀등록 간소화 학부모서비스의 자녀등록 시 자녀가 직접 학부모 정보를 확인하고 등록합니다.","기타"
"- (학부모) 학부모서비스 로그인 자녀 학적 정보 입력 후 학부모 확인 요청 - (자녀) 나이스플러스 로그인 '내정보 관리'의 '보호자 승인관리'에서 학부모 확인","기타"
"이런 경우, 학생의 마음이 크게 다치기 전에 전문가를 찾아주세요.","기타"
"담배와 약물 사용이 자신의 건강은 물론 친구, 가족에게 피해를 주고 자신의 장래도 망치게 된다는 사실을 자녀에게 설명하고 절대 담배와 약물을 사용해선 안 된다고 말해주세요.","기타"
"무엇이 안전하고, 위험한지 스스로 배울 수 있도록 명확한 규칙을 정해서 지키도록 해주세요.","기타"
"자녀는 주변의 권유에 못 이겨, 마지못해 마약류나 유해한 약물을 사용하기도 합니다. 누군가 담배나 유해약물을 권할 때 단호하게 거절하도록 연습시켜 주세요.","기타"
"집안에 처방 약물(흡연자가 있을 시 담배) 등을 철저하게 보관, 관리, 감독해주세요.","건강·안전"
"희망 학생만 4월 22일(금)까지 담임선생님께 제출","제출"
"본인은 상기 내용을 숙지하였으며 개인정보 수집 및 이용에 동의합니다.","제출"
"6. 희망하시는 분은 뒷면의 참가신청서 및 동의서를 담임선생님께 제출바랍니다.","제출"
"2. 체험 장소 : 경기도 광주시 나도체험학습장","일정"
"3. 일정 4. 1인당 참가비 : 36,540원","비용"
"5. 준비물 : 가볍고 편한 복장, 운동화, 도시락, 물 등분실의 위험이 있는 고액의 물건(휴대폰, 기타 소지품)은 가져오지 않으며, 분실 시 본인 책임.","준비물"
"6. 참가비 납부 안내 : 9월 19일(월) ~ 9월 22일(목) 스쿨뱅킹 통장 이체(잔액 꼭 확인) 2022년 9월 16일 검 단 초 등 학 교 장 2022년 1학년 주제별체험학습 참가비 납부 안내 홈페이지 https://gomdan-e.goesn.kr 담당자 : 창 753-4762(101) 시 간 활 동 내 용 비 고등교~08:40 교실 집결 도시락 개별 지참, 돗자리 준비 08:40~09:00 인원 점검 및 안전 주의사항 전달, 차량 탑승 09:00~09:40 나도체험학습장 이동 및 도착 09:40~11:40 풍경채 만들기 및 재벌 목걸이 만들기 11:40~12:30 점심식사 12:30~13:30 보물찾기 및 레크레이션 13:30~13:50 인원 점검 및 차량 탑승 13:50~14:30 학교 이동 및 도착 구분 차량비 예상 금액 프로그램 체험비 여행자보험 예상금액 계경비 (410,0원 3대) 79명 15,560원 20,500원 480원 36,540원","비용"
"2022년 4학년 주제별체험학습을 아래와 같이 실시하고자 하오니 9월 2일(금)까지 참가 희망서를 담임선생님께 제출하여 주시길 바랍니다.","제출"
"1. 일 시 : 2022년 9월 29일 목요일 09:00 ~ 14:30","일정"
"2. 장 소 : 한국잡월드 어린이체험관","일정"
"4. 일정 5. 1인당 예상 소요경비 : 32,140원(아래 내역 참고) 차량비는 참가 희망하는 학생수가 집계된 후에 확정되며, 참여 인원수가 적어지면 차량비는 증가됩니다.","비용"
"6. 경비 납부기간 및 방법 : 스쿨뱅킹 통장 입금 2022년 8월 30일 검단초등학교장 ----------------------------절------취-------선---------------------------- 2022학년도 4학년 주제별 체험학습 참가 희망서 -참여 희망하지 않는 경우에도 '희망하지 않습니다'에 표시, 사인하셔서 학교로 보내주세요.- 개인정보의 제공 및 활용 동의서 2022년 4학년 주제별체험학습 참가신청 안내 홈페이지 https://gomdan-e.goesn.kr 담당자 : 구 오 753-4762(402) 시 간 활 동 내 용 비 고식사 시간 변경 가능하며, 도시락 개별 지참.","비용"
"학부모 확인 4학년 ( )반 (인) 검단초등학교장 귀중본인은 검단초등학교 주제별 체험학습의 신청과 현장체험학습 여행자 보험 가입을 위해 자녀의 개인정보(학년, 반, 번호, 이름 등)를 제공하고 활용하는 것에 (동의 , 동의하지 않음 ) 합니다.신청자: 학부모 (서명) 동의하지 않을 시 본 체험학습에 참여할 수 없습니다.","제출"
"가. 봉사활동 실적 연계사이트(1365자원봉사포털, VMS, DOVOL)를 이용하지 않는 경우 사전 봉사활동 계획서를 제출하여 학교장이 승인(허가)한 경우에만 봉사활동 실적으로 인정","제출"
"나. 봉사활동 실적 연계사이트(1365자원봉사포털, VMS, DOVOL)를 이용하는 경우 학생은 봉사활동 계획서 및 확인서를 학교에 제출할 필요 없으나, 사전에 반드시 담임교사와 상담을 실시하여 인정 가능 기관과 활동내용을 확인","제출"
"가. 봉사활동 실적 연계사이트(1365자원봉사포털, VMS, DOVOL)에 등록되어 있는 봉사기관의 활동이라도 ""2022 학생 봉사활동 운영 계획""에 벗어날 경우 실적으로 인정하지 않으므로 사전에 반드시 담임 선생님과 상담 후 실시해야 합니다.","기타"
"자녀가 아이디와 비밀번호 관리를 잘 할 수 있도록 지도해 주십시오(14세 미만의 법정 대리인에게는 안내 가능)","기타"
"고령화 사회에 대비한 노인대상 봉사활동, 가정과 연계한 가족 단위 봉사활동에 참여하여 나눔과 배려의 정신을 함양할 수 있도록 지도해 주시기 바랍니다.","기타"
"코로나-19 상황을 고려하여 봉사활동 계획 시 학생의 건강과 안전을 최우선으로 하여 주시기 바랍니다.","건강·안전"
"'22학년도에 교육급여를 지급 받은 가정(기존 수급권자)에서는 한국장학재단의 누리집(e-voucher.kosaf.go.kr)에서 교육급여 포인트를 지급 받을 신용 체크카드를 등록(바우처 신청)하시기 바랍니다.","제출"
"'23학년도에 행정복지센터 또는 복지로 누리집(www.bokjiro.go.kr)에서 신규로 교육급여를 신청하는 가정에서는 교육급여 수급이 결정된 후, 한국장학재단 누리집(e-voucher.kosaf.go.kr)에서 교육급여 포인트를 지급 받을 신용 체크카드를 등록(바우처 신청)해 주시기 바랍니다.","제출"
"아래 기간 동안 스쿨뱅킹을 통하여 참가비가 납부될 수 있도록 학부모님의 협조 부탁드 립니다.","비용"
"6. 참가비 납부 안내 : 9월 4일(월) ~ 9월 8일(금) 스쿨뱅킹 통장 이체(잔액 꼭 확인) 2023년 8월 25일 검 단 초 등 학 교 장 표 2023년 4학년 주제별체험학습 참가비 납부 안내 홈페이지 https://gomdan-e.goesn.kr 담당자 : 구 오 753-4762(402) 시 간 활 동 내 용 비 고등교~08:40 교실 집결 당일 현지 사정에 따라 변경 가능 도시락 준비 08:40~08:50 인원 점검 및 안전 주의사항 전달, 차량 탑승 및 출발 08:50~09:30 한국잡월드 이동 및 도착(체험 준비) 09:30~13:30 어린이 직업체험(뚜껑 있는 물, 음료만 취식 가능) 13:30~14:00 점심 식사 14:00~14:30 학교 이동 및 도착 예정 학생 차량비 체험료 여행자 보험 1인당 참가비 학생 1인 경비 산출 21,420원 18,0원 480원 39,900원","비용"
"학부모님께서는 7월 4(목)일까지 첨부해 드린 수요조사 신청서(뒷면)에 희망 여부를 표시하여 담임선생님께 제출하여 주시기 바랍니다.","제출"
"(이미 하고 있어도 다시 제출해 주셔야 합니다.","제출"
") 초1 맞춤형 프로그램 내용 목적: 초등학교 1학년 학생들의 성장 발달 지원 대상: 2024학년도 초 1학년 (돌봄교실 입급학생 제외) 운영 기간: 2024. 08. 26.(월) ~ 2025. 01. 08.(금) 운영 내용: 신체놀이활동, 조작활동, 창의활동 등(시간표는 차후 안내) 운영 장소: 본관 4층 늘봄교실 수강료: 무료 강사: 방과후학교 강사 등 신청 방법: 참여 신청서를 7월 4일까지 담임선생님께 제출 운영 시간 월요일, 수요일 : 12:30 ~ 14:30 화요일, 목요일, 금요일 : 13:30 ~ 15:10 2024년 7월 1일검 단 초 등 학 교 장 초1 맞춤형 프로그램 수요조사 신청서: 굵은색 네모칸 안에 해당 내용을 적어주세요.학년/반/번호성명연락처(보호자)비고학생학부모2024년 여름방학 초1 맞춤형 프로그램 참여 희망여부 조사2024학년도 여릅방학 초1 맞춤형 프로그램 참여 희망 여부에 표 해주시기 바랍니다. 참여 희망 ( ) 희망하지 않음 ( ) 개인정보 수집 이용 동의(개인정보보호법 제22조 제6항)항 목수집목적보유기간학생(학년, 반, 번호, 성명) 보호자(성명, 연락처)'초1 맞춤형 프로그램' 참여 및 운영2024. 7. 4.(목)~사업종료시 개인정보 수집 이용에 대한 동의를 거부할 권리가 있습니다.","제출"
"그러나 동의를 거부할 경우 '초1 맞춤형 프로그램' 참여에 제한을 받을 수 있습니다.개인정보 수집 이용 동의 예 아니요 귀가 방법에 체크헤 주세요.부모님 인솔( ) 학원 차량( ) 혼자 걸어서 귀가 ( ) 만 14세 미만 학생의 경우 보호자(법정대리인)의 동의가 필요합니다.2024년 _______월 _______일보 호 자 : (서명)학생과의 관계 : 검단 초등학교장 귀하 학년/반/번호 성명 연락처(보호자) 비고 학생 학부모 2024년 여름방학 초1 맞춤형 프로그램 참여 희망여부 조사2024학년도 여릅방학 초1 맞춤형 프로그램 참여 희망 여부에 표 해주시기 바랍니다. 참여 희망 ( ) 희망하지 않음 ( ) 항 목 수집목적 보유기간 학생(학년, 반, 번호, 성명) 보호자(성명, 연락처) '초1 맞춤형 프로그램' 참여 및 운영 2024. 7. 4.(목)~사업종료시 개인정보 수집 이용 동의 예 아니요 부모님 인솔( ) 학원 차량( ) 혼자 걸어서 귀가 ( ) 2024년 _______월 _______일보 호 자 : (서명)학생과의 관계 : 학년/반/번호 성명 연락처(보호자) 비고 학생 학부모 2024년 여름방학 초1 맞춤형 프로그램 참여 희망여부 조사2024학년도 여릅방학 초1 맞춤형 프로그램 참여 희망 여부에 표 해주시기 바랍니다. 참여 희망 ( ) 희망하지 않음 ( ) 항 목 수집목적 보유기간 학생(학년, 반, 번호, 성명) 보호자(성명, 연락처) '초1 맞춤형 프로그램' 참여 및 운영 2024. 7. 4.(목)~사업종료시 개인정보 수집 이용 동의 예 아니요 부모님 인솔( ) 학원 차량( ) 혼자 걸어서 귀가 ( ) 2024년 _______월 _______일보 호 자 : (서명)학생과의 관계 : 학년/반/번호 성명 연락처(보호자) 비고 학생 학부모 2024년 여름방학 초1 맞춤형 프로그램 참여 희망여부 조사2024학년도 여릅방학 초1 맞춤형 프로그램 참여 희망 여부에 표 해주시기 바랍니다. 참여 희망 ( ) 희망하지 않음 ( ) 항 목 수집목적 보유기간 학생(학년, 반, 번호, 성명) 보호자(성명, 연락처) '초1 맞춤형 프로그램' 참여 및 운영 2024. 7. 4.(목)~사업종료시 개인정보 수집 이용 동의 예 아니요 부모님 인솔( ) 학원 차량( ) 혼자 걸어서 귀가 ( ) 2024년 _______월 _______일보 호 자 : (서명)학생과의 관계 :","제출"
"기간: 2024. 3월 3주 이내(필수), 수요가 있는 경우 1년간 운영","일정"
"수강료 납부: 12월 19일(목) ~12월 24일(화) 스쿨뱅킹 통장에서 인출","비용"
"수강료 납부 기간을 꼭 확인, 수강취소 불가, 환불은 안되고 보강수업으로 대체합니다.","기타"
"A반: 12:50~1:30, 1-2학년, 수강료 40,560원, 교재비 200,000원, 교실 본관 4층 방과후1실","일정"
"B반: 1:40~2:20, 2-4학년, 수강료 40,560원, 교실 본관 4층 방과후1실","일정"
"C반: 2:30~3:10, 4-5학년, 수강료 40,560원, 교실 본관 4층 방과후1실","일정"
"D반: 3:20~4:00, 5-6학년, 수강료 40,560원, 교실 본관 4층 방과후1실","일정"
"기간: 2025. 6. 10.(수) ~ 6. 18.(수) (9일간)","일정"
"방법: 설문참여 URL이나 QR코드 중 한 가지 방법을 선택하여 참여","제출"
"수업 및 귀가 일정에 참고하여 주시고 안전한 귀가를 위해 안전 귀가 동의서나 자율 귀가 요청서를 작성하여 보내주시기 바랍니다.","제출"
"1. 초 1 맞춤형 프로그램 참여 희망시 다음 사항에 응답해 주세요.귀가2시 30분까지 참여 가능하므로 다음 시간 중에서 귀가 시간을 체크해 주시기 바랍니다12:40~13:3013:40~14:30위 내용에 대한 개인정보 수집 동의 여부 동의 동의하지 않음 개인정보 수집 이용에 대한 동의를 거부할 권리가 있습니다.","제출"
"귀가 시간 선택: 12:40~13:30 또는 13:40~14:30","제출"
"개인정보 수집 동의 여부: 동의 또는 동의하지 않음","제출"
"운영 기간: 2024. 7. 29.(월) ~ 8. 16.(금) 3주 실시","일정"
"귀가 방법: 부모님 동행, 걸어서 귀가, 학원 차량, 학원 인솔자 연락처","기타"
"학원에서 인솔하여 가실 경우 인솔 담당 선생님 연락처 기입","제출"
"외부 출입인 방문증 발급: 학교 출입 시 반드시 행정실에서 방문증 발급","기타"
"하교 시 보호자가 학생 인솔하에 귀가가 원칙","기타"
"자기 주변 및 물건 수시로 닦기(소독액 및 소독티슈 이용)","건강·안전"
"늘봄교실 내 학생 간 최대한 거리 확보 및 접촉 최소화","건강·안전"
"늘봄교실 내에서 무분별하게 돌아다니지 않기","건강·안전"
"연필, 지우개, 색연필 등 개인용 물품 사용 권장","준비물"
"열이 37.5도 넘는 학생은 바로 귀가, 마스크 반드시 지참","건강·안전"
"기간: 2024. 7월 29일 ~ 8월 16일 3주","일정"
"학교 밖으로 허락 없이 나가지 않기","건강·안전"
"위험시설 환경(주차장, 공사장 등) 접근 금지, 화재 예방 교육","건강·안전"
"놀이시설의 올바른 사용법을 익히기 및 놀이 안전 수칙 지키기","건강·안전"
"야외활동 시 사전 안전교육 및 현장에서의 지도 강화","건강·안전"
"위험한 물건(커터칼, 비비탄총, 성냥, 라이터 등) 소지하지 않기","건강·안전"
"횡단보도에서 대기할 때 오른쪽에서 기다리기","건강·안전"
"초록불로 바뀌면 좌우를 살피고 운전자와 눈을 맞추고 왼손을 들고 건너기","건강·안전"
"초록불이 중간에 깜빡거리면 서둘러 건너고, 시작하지 않았으면 다음 신호기 다리기","건강·안전"
"무단횡단하지 않고 좌우를 살펴 자동차가 멈추었음을 확인하고 길 건너기","건강·안전"
"신호등 없는 길 건널 때 주의하며 손들고 건너기","건강·안전"
"차에서 내릴 때 차의 앞 뒤를 살피기","건강·안전"
"하교 시 아동들은 학부모와 함께 귀가함을 원칙으로 함","기타"
"아동들의 하교 지도와 방법에 대한 학부모의 사전 동의서 확보","제출"
"귀가 시 낯선 사람 따라가지 않기","건강·안전"
"수강 신청 기간: 2024년 12월 13일(금) 20:00 ~ 12월 15일(일) 21:00까지","일정"
"수강 신청 방법: 부모님께서 부서 강사님께 휴대폰 문자로 직접 신청(카톡 등 SNS 신청 X)","제출"
"수강료 납부 기간을 꼭 확인","비용"
"표 2025년 경기교육정책 자체평가 현장 설문조사 학생(5, 6학년), 학부모 참여 안내 홈페이지 https://gomdan-e.goesn.kr 교육과정부 031-753-4762 안녕하십니까?","제출"
"이에 학생, 학 부모님의 설문 참여를 부탁드리오니 함께 해 주시면 감사하겠습니다.","제출"
"봉사활동 실적 연계사이트(1365자원봉사포털, VMS, DOVOL)를 이용하는 경우 학생은 봉사활동 계획서 및 확인서를 학교에 제출할 필요 없으나, 사전에 반드시 담임교사와 상담을 실시하여 인정 가능 기관과 활동내용을 확인 실적 연계 사이트(1365자원봉사포털, VMS, DOVOL) 이용 관련 유의사항 실적 연계 사이트에 있는 기관이나 활동이라도 ""2025 학생 봉사활동 운영 계획""에 의하여 인정하는 범위를 벗어나는 경우(기관, 영역, 내용 등)는 실적으로 인정하지 않음","제출"
"자원봉사활동의 기본 방향(무보수성, 자발성, 공익성, 비영리성, 비정파성, 비종파성)에 근거하여 자녀들이 봉사활동을 실시할 수 있도록 도와주십시오.","기타"
"단순히 봉사활동 시간을 채우는 것이 아니라, 학생 스스로 자신의 진로나 흥미, 특기와 연계한 봉사활동 계획을 수립하여 봉사활동을 실시할 수 있도록 도와주십시오.","기타"
