"text","category"
"방과후 프로그램 각 프로그램별 내용은 안내 책자, 혹은 강사님께 문의 바랍니다.2.","기타"
"연간 사용액을 모두 사용했을 경우 추가 수강료잔액은 수익자 부담입니다. 초3 방과후프로그램 이용권은 학교 안 방과후 프로그램을 신청하는 모든 3학년 학생에게 1인당 연간 50만원 내에서 수강료만 지원됩니다.(교재교구비는 제외)","기타"
"수강료 환불규정 결석 시 환불은 하지 않습니다.(단 아래 두 가지 경우 예외로 함)- 수강 포기 의사를 사전에 강사에게 직접 연락한 경우 수강료 환불규정( , )에 따라 환불합니다.(단, 이미 구입된 도서 및 재료구입비는 환불 제외)- 학교 단체 현장체험학습 시간과 겹쳐 방과후 프로그램에 불참할 경우 환불합니다.(단, 보강이 가능한 경우, 보강을 우선함) 수강한 시간이 1/2 이상인 경우 수강료 환불 불가, 1/2 미만인 경우 납부한 수강료의 1/2 해당액 환불 매월 4주차 수업이 종료된 이후에 환불이 가능하며, 수시로 환불 처리가 되지 않으니 수강취소 및 환불하는 경우가 없도록 사전에 신중하게 수강 신청하여 주시기 부탁드립니다.9.","기타"
"방과후 프로그램 신청자는 개인정보를 이용 목적에 한해 수집, 이용 및 제 3자(방과후 강사) 제공에 동의하는 것으로 간주합니다.","기타"
"개인정보의 수집 이용 및 제3자 제공 동의 내용 수집항목 및 보유기간이용목적정보이용 동의 거부시-학생의 학년,반,번호,이름-학생,학부모 연락처, 희망부서-보유기간: 2027년 2월까지-방과후 프로그램 수강신청(스쿨뱅킹 자료)-방과후 프로그램 출석부 작성-방과후 프로그램 강사와 학생, 학부모간의 비상연락망 구축방과후 프로그램 수강 신청 제외 및 비상연락에 제한(동의 거부시 별도 연락바람) 수집항목 및 보유기간 이용목적 정보이용 동의 거부시 -학생의 학년,반,번호,이름-학생,학부모 연락처, 희망부서-보유기간: 2027년 2월까지 -방과후 프로그램 수강신청(스쿨뱅킹 자료)-방과후 프로그램 출석부 작성-방과후 프로그램 강사와 학생, 학부모간의 비상연락망 구축 방과후 프로그램 수강 신청 제외 및 비상연락에 제한(동의 거부시 별도 연락바람) 수집항목 및 보유기간 이용목적 정보이용 동의 거부시","제출"
"60,000원) 서유미010-6565-2837 독서논술 화 A:1-3학년 (13:40 - 15:00)B:1-6학년 (15:10 - 16:30) 68,750원(총11회분) 음악실(신관4층) 개별구매(6개월,약 10,000~11,000원) 이선영010-8680-0610 사고력수학 화, 금 A:1-2학년 13:40 - 14:40 (화)12:50 - 13:50 (금) 93,150원(총23회분) 영어실(서관2층) 개별구매(3개월, 약 25,500원~38,000원) 김현정010-5103-6318 B:3-4학년 14:50 - 15:50 (화)14:00 - 15:00 (금) C:5-6학년 16:00 - 17:00 (화)15:10 - 16:10 (금) 미술 수 A:1-6학년 (13:20 - 14:40)B:1-6학년 (14:50 - 16:10) 90,000원(총12회분)(재료비포함) 영어체험실(서관2층) 붓, 팔레트, 스케치북 등 개인미술도구 개별 구매 구은혜010-2648-8140 바이올린(악기개별구입) 수 1-6학년 (14::00 - 15:20) 75,000원(총12회분) 음악실(신관4층) 개별구매(약 1년, 권당 5,400원~10,800원) 이현주010-8612-8773 플루트(악기개별구입) 수 1-6학년 (13:20 - 14:40) 75,000원(총12회분) 상상이룸터(서관3층) 개별구매(6개월, 권당 6,000~9,000원) 정유정010-7397-8386 클레이아트 수 1-6학년 (13:20 - 14:40) 105,000원(총12회분)(재료비포함) 늘봄교실6(서관1층) 김문희010-3484-0902 발레 수 학교특색:1-6학년 (13:20 -15:30) 목요일 신청자에 한해 신청 가능 무상 무용실(서관1층) 발레복 등 준비물개별 구매 권지혜010-5005-7529 목 A:1-2학년 (13:40 - 15:00)B:1-6학년 (15:10 - 16:30) 75,000원(총12회분) 한자 목 A:1-2학년 (13:40 - 15:00)B:1-6학년 (15:10 - 16:30) 75,000원(총12회분) 과학실2(신관4층) 개별구매(3개월, 약 12,000~24,000원) 이봉희010-7180-2109 밴드 목 4-6학년 (14:30 - 15:50) 75,000원(총12회분) 음악실(신관4층) 김승룡010-2688-9599 통기타 금 A:1-4학년 (12:50 - 14:10)B:1-6학년 (14:20 - 15:40) 개별수업시간80분(강사님과 상의) 75,000원(총12회분) 늘봄교실6(서관1층) 기타 개인지참 및 무료대여(대여 시 사전문의) 김미선010-4931-7111 방송댄스 금 A:1-2학년 (12:50 - 14:10)B:1-6학년 (14:20 - 15:40) 75,000원(총12회분) 무용실(서관1층) 김정례010-2885-3997 창작로봇 금 A:1-2학년 (12:50 - 14:10)B:1-6학년 (14:20 - 15:40) 75,000원(총12회분) 과학실2(신관4층) 개별구매(4~6개월, 80,000원~90,000원) 이혜정010-8593-8537 서예 토 A:1-6학년 (09:00 - 10:20)B:1-6학년 (10:30 - 11:50) 90,000원(총12회분)(재료비포함) 과학실2(신관4층) 이선옥010-7742-7259 축구(축구공개별구입) 토 A:1-3학년 (09:00 - 10:20)B:1-6학년 (10:30 - 11:50) 75,000원(총12회분) 운동장(우천 시 무용실) 정형준010-7587-6659 컴퓨터 금 꾸러기:1-2학년 12:50-14:10 87,000원(주1회, 총 12회분)(주2회, 총 24회분) 컴퓨터실(신관3층) 자격증교재개별구매(6개월,약 16,000원 ~21,000원) 박성희010-2983-8735 월, 목 컴박사:1-2학년 (월) 12:50-13:30(목) 13:40-14:20 화 자격대비:3-4학년 13:40-15:00 수 코딩OA:2-6학년 13:20-14:40 월 자격A:4학년 13:40-15:00 목 자격B:4-6학년 14:30-15:50 금 자격C:4-6학년 14:30-15:50 컴퓨터부 수업차시 부족 시 다른 요일에 보강수업이 있습니다.","기타"
"시간 : 10:00~11:40","기타"
"장소 : 신관 4층 과학실","일정"
"대상 : 4학년 ~6학년 학부모","기타"
"--------------------------------------------------------------자르는 선학부모 마음챙김(고학년 꽃바구니 만들기) 프로그램 참가 신청서 참가자가 많을시 우선순위는 학부모 역량개발 연수 참가 횟수가 많은 사람, 고학년 순입니다 4~6학년 자녀가 2명 이상인 경우 고학년 학반으로 신청해 주세요.","제출"
"참가 신청서는 4월 24일까지 2-3으로 제출 부탁드립니다.","제출"
"대상 : 1학년 ~3학년 학부모","기타"
"연수 일정 학부모 마음챙김(저학년 꽃바구니 만들기) 프로그램 참가 신청서 1~3학년 자녀가 2명 이상인 경우 고학년 학반으로 신청해 주세요.","제출"
"즐겁게 배우고 함께 나누며 꿈을 키우는청주교대부설초 교육통신 식 생 활 관 (043) 284-0875http://cje.es.kr 안녕하세요.","기타"
"비누를 사용하여 30초 이상 손 씻기- 외부활동 후, 식사 전, 배변 및 기저귀 교체후, 설사 증상자 돌봄 후- 손소독제보다 비누 사용하기 노로바이러스는 손소독제로 완전히 제거되지 않습니다.- 손의 물기 제거할 때 공용 수건(앞치마 등) 보다 종이 타월 사용하기","건강·안전"
"안전하게 조리한 음식 섭취하기- 음식은 깨끗이 손질해 충분히 익히고, 채소, 과일은 씻어 껍질 벗겨 먹기- 의심증상이 있다면 조리하지 않기 환자 발생시 준수사항1.","기타"
"공간 구분하기- 노로바이러스 증상이 있는 경우 집에서 쉬기 증상 소실 후 48시간까지 등교 및 등원 자제- 환자와 같은 공간에 있었다면 개인위생에 주의하고, 환자와 접촉한 후 48시간(잠복기) 이내에 증상 발생 시 신속하게 진료받기 가정에서도 화장실 등 생활공간 분리 필요2.","기타"
"환경 소독하기(마스크, 장갑 사용) - 환자가 있었던 환경 및 접촉한 물건 소독하기 락스 희석액(락스 1: 물 50)으로 가구 표면, 화장실, 수도꼭지, 전화기, 문 손잡이 등 손이 닿는 물체 표면- 비말에 의한 감염이 가능하므로, 환자의 분비물 제거 시에는 반드시 마스크(KF94) 및 장갑을 사용하기- 조리 관련 종사자는 환자의 구토물 제거에 관여하지 않기- 환자의 세탁물은 70 이상에서 세척하기 불가능한 경우 락스 희석액(락스 1: 물 330)으로 5분 이상 헹굼- 손 자주 씻기 및 배변 후 물 내릴 때 변기 뚜껑 닫기 올바른 손 씻기 방법노로바이러스 감염증 예방수칙 준수를 통해 안전하고 건강한 학교 생활이 될 수 있도록 적극 협조 바라며, 철저한 예방수칙 준수에도 불구하고 감염증 주요 증상 발현시 학교로 꼭 연락주시기 바랍니다.2026 .","건강·안전"
"(8개월간, 방과후 또는 주말 활용) 운영 장소: 대구인공지능교육센터 및 지정 장소 (영남이공대 등) 모집 대상: 앱 개발 및 텍스트 코딩에 관심이 있는 관내 초 중 고 학생 (30명 내외) 주요 내용: 전문가 멘토링을 통한 문제 해결 기획 및 바이브 코딩 기반 앱 개발 전 과정 지원 내용: 전문가 멘토링, 앱 개발 도구 구독료와 클라우드 서비스 이용 비용을 전액 지원 상세 내용: 학교 누리집 안내 참고","일정"
"교육 신청 교육신청 기간:","일정"
"7.(화) 교육신청 방법: 담임 선생님 또는 담당 교사에게 신청 의사 전달 (학교에서 일괄 신청) 교육수료 기준: 전체 교육 시간의 80% 이상 출석 시 수료증 발급","제출"
"사전설명회 신청 및 문의 일시 및 장소:","일정"
"4.(토) 10:00~11:00, 대구인공지능교육센터 시청각실 신청방법: 담임 선생님 또는 담당 교사에게 신청 의사 전달 (학교에서 일괄 신청) 신청기간:","제출"
"2.(목) 문의: 대구창의융합교육원 융합교육부 ( 053-231-2903) 2026년 3월 30일 대 구 수 성 초 등 학 교 장","기타"
"표 2026.3.30.","기타"
"구 분 기 간 주요 내용 비고 3.27.(금)~4.7.(화) 학교를 통한 신청 접수 4.4.(토) 10:00 프로젝트 전 과정 및 운영 방침 안내 4.11.(토), 4.18.(토) 앱 개발 전체 과정 이해 및 기획 교육 4.20.(월)~5.2.(토) 온라인 과제 수행 5.9.(토)~5.23.(토) 바이브코딩 교육 6월 ~ 11월 1인 창업가 프로젝트 (앱 개발 및 배포)","제출"
"대상: 4~6학년 학생 중 국어, 수학, 영어 학력 향상을 희망하는 학생","기타"
"운영 장소: 학급 교실 및 특별실","일정"
"2026년 4월 6일 대 구 동 성 초 등 학 교 장 ---------------------------------------------------------------------------- 실력쑥쑥교실 신청 및 동의서 제 학년 반 번 이름 ( )","기타"
"희망과목 국어 수학 영어 비고 원하는 과목 모두에","기타"
"해 주세요.(중복신청 가능) 학생 연락처 보호자 연락처 개인정보 수집 이용 동의서수집되는 개인정보는 ""개인정보 보호법""에 따라 보호되며, 동 법률에 따라 수집 이용 동의가 필요합니다.1.","기타"
"동의를 거부할 수 있으며, 동의 거부 시 실력쑥쑥교실에 참여할 수 없습니다.개인정보 수집 이용 동의 예","기타"
"아니요 만 14세 미만 학생의 경우 보호자(법정대리인)의 동의가 필요합니다. 신청서에 기재된 개인 정보를 프로그램 운영 기간 동안 활용하는 것에 동의합니다.2026.","기타"
"다음과 같이 신청 방법을 안내드리니, 참가를 희망하는 학부모님께서는 안내 사항을 참고하셔서 신청하시기 바랍니다.","기타"
"6.(금) 13:00 (선착순)","기타"
"신청방법 / 대구학부모원스톱지원센터 홈페이지에서 가족 대표가 직접 신청","기타"
"상담일정 / 원하는 날짜 및 시간 택1 ( 1회성 프로그램입니다)","기타"
"(신청방법 상세 안내) 대구학부모원스톱지원센터 홈페이지(http://www.dge.go.kr/parent) 또는 우측 QR코드 일반로그인 본인인증 학부모교육 메뉴 수강신청 게시판에서 해당 강좌 신청 카카오톡 검색 대구학부모교육 채널 친구 추가 채팅방 메뉴 '추천정보-학부모교육 수강신청'에서도 신청 가능(신청 가족 정보 입력) - 홈페이지 신청 시 가족코칭을 받을 가족구성원 정보(가족관계, 이름, 나이, 학년 등), 연락처를 정확하게 입력(신청취소)- 신청기간 동안에는 홈페이지에서 자유롭게 취소 가능- 신청기간 마감 이후에는 담당자에게 전화로 취소","제출"
"19.(목) 17시~19시 대구학부모원스톱지원센터(남구 중앙대로 31길","기타"
"23.(월) 17시~19시 대구학부모원스톱지원센터(남구 중앙대로 31길","기타"
"31.(화) 17시~19시 대구학부모원스톱지원센터(남구 중앙대로 31길","기타"
"모든 프로그램은 무료로 진행되며 아래 내용을 자세히 살펴보시고 참가를 원하는 학생 및 학부모님께서는 4.29.(수) 10:00 ~ 4.30.(목) 17:00 (신청순) 까지 PC 혹은 모바일로 신청하여 주시기 바랍니다.","제출"
"과정 대상 일자 시간 교육내용 참고 사항 발명정규과정 발명초급 중급 (2기) 초46명 5/12(화)~6/23(화) 매주 화요일(초급과정2일 중급과정4일) 15:00~17:451일 4차시총 24차시 -발명과 과학-발명적 사고 확장과 지식 재산 이해-피지컬컴퓨팅(코딩)-스파이크프라임 활용 문제 해결 프로젝트-센서 기반 스마트 발명 설계 발명초급과정 8차시 중 80% 이상 이수해야 발명중급과정 수강 가능 80% 이상 수업 참석 시 이수 처리되어 학교생활기록부에 기재 추후 상황에 따라 교육내용 및 일정 변동이 있을 수 있음 운영일자 5/12 5/19 6/2 6/9 6/16 6/23 학부모연수(1기) 8 6월 5일 금요일 9:30~12:30 글래스아트로 나만의 소품 만들기 완산구 해당 학교 학부모만 신청 가능","일정"
"교육장소 완산발명교육센터 미래창작공방 (전주진북초등학교 내 후관 1층 서편) 신청기간 2026.4.29.(수) 10:00 ~ 4.30.(목) 17:00 신청방법 학생학부모개인수강신청 전북특별자치도전주교육지원청 홈페이지 전주교육 발명교육센터 미래창작공방 완산발명교육센터 미래창작공방 발명 메이커과정 개인 수강신청 https://office.jbedu.kr/jeonjuedu/MABADBJABAE/ 결과안내 2026.5.4.(월) 개별 연락 및 학교 공문 발송 문의 완산발명교육센터 미래창작공방 (063) 251-7131","제출"
"완산발명교육센터 미래창작공방 담당학교를 참고하여 해당 학교 학생 및 학부모만 신청해주시기 바랍니다.금암초덕일초덕진초만성초문학초삼천초삼천남초새연초서곡초서문초서신초서일초서원초서천초온빛초양지초양현초여울초완산초완산서초용덕초용와초용흥초우림초우전초원동초장동초전일초전주초중산초진북초하가초한들초화산초홍산초효림초효문초효자초효천초부설초 학부모와 동행하여 안전한 등하교 (차량 지원은 없으며, 등하교 안전 책임은 학부모님께 있습니다) 1기와 2기 중복 신청이 불가하며, 신청 후 교육 불참 시 향후 발명교육센터 미래창작공방 교육 신청에 불이익이 발생합니다.","기타"
"다른 학생들의 교육 기회 제공을 위해 신중하게 신청하여 주시기 바랍니다. 교육과정 시간이 12시간 이상인 교육프로그램 중에 80% 이상 수업 참석 시 수료 처리되어 학교생활기록부에 이수 내용이 기재됩니다. 센터의 사정상 교육과정이나 일정이 다소 변경될 수 있으며, 사전 안내됩니다.","기타"
"전주진북초등학교 교육과정과는 무관한 교육프로그램이므로 문의는 꼭 완산발명교육센터 미래창작공방으로 해주시기 바랍니다.","기타"
"안전한 교육 환경 및미래형 학습공간 조성 안전한 교육활동 운영 및 학교 안전교육 강화 교과 및 창의적체험활동 연계 안전교육 실시 학교폭력에 대한 이해 및 책임감 제고를 통한 폭력 없는 즐겁고 행복한 안심학교 조성 학생안전부생활인성부","건강·안전"
"대상: 3학년 학생 중 한글 읽기와 쓰기 등 기초 문해력 향상을 원하는 학생","기타"
"수업 일시: 매주 월요일(주 1회) 13:40~14:20","일정"
"수업 장소: 3학년 교실(3동 3층)","일정"
"대 구 동 성 초 등 학 교 장 ----------------------------------------------------------------------------- 한글탄탄교실 신청 및 동의서 제 학년 반 번 이름 ( )","기타"
"한글탄탄교실 참가를 신청합니다.","기타"
"동의를 거부할 수 있으며, 동의 거부 시 한글탄탄교실에 참여할 수 없습니다.개인정보 수집 이용 동의 예","기타"
"1 현장체험학습 2 3생일축하일 돈코츠라멘(1.5.6.10.16)참치주먹밥(1.5.6)김치(자율배식)(9)단무지(반달슬라이스)골드파인애플한입쏙 딸기누룽지롤(2.3.5.6)우유(2)768.55/28.10/245.77/2.81 친환경쌀밥김치도토리묵국(9)오이무침(5.6)스트링치즈산적(1.2.5.6.8.10.15.16)치폴리순살바비큐(1.5.6.10.12)김치(자율배식)(9)/우유(2)우리밀행운목케이크(1.2.5.6)657.22/30.38/165.11/1.52 6 7 채식의날 8 잔반없는날 9 10 보리밥(압맥)청국장찌개(5.6.9)생깻잎지(5.6)김말이강정(2.5.6.12.18)소이허니치킨(1.5.6.15)김치(자율배식)(9)/우유(2)썸모어쫀득쿠키(2.4.5.6.13)689.60/21.35/191.38/7.06 발아흑미밥어묵무국(1.5.6)청포묵김무침(5.6)느타리버섯볶음(5.6.18)레몬크림새우(1.5.6.9.16)김치(자율배식)(9)친환경 배우유(2)564.78/19.86/183.61/1.01 카레라이스(1.2.5.6.10.12.13)수제야채튀김(5.6.10.13.16)치킨너겟(1.2.5.6.15.16)김치(자율배식)(9)샤인머스캣주스우유(2)684.36/22.79/158.69/1.62 혼합잡곡밥(10곡)(5)쇠고기해장국 (5.6.16)잡채(5.6.18)스틱카츠/돈까스소스(2.5.6.10.12.13.18)김치(자율배식)(9)김부각(5.6)/우유(2)바나나706.35/20.04/213.97/6.98 친환경쌀밥황태감자국(9)유채된장나물(5.6)오징어돈육불고기(5.6.9.10.17)김치(자율배식)(9)갈떡갈떡꼬치(2.5.6.10.16)친환경 사과/우유(2)632.52/35.99/214.31/1.74 13 14 채식의날 15 로컬푸드데이 16 17 발아현미밥열무된장국(5.6)순살족발/쌈장(5.6.10)매콤콩나물무침(5)진미채간장볶음(5.6.13.17)친환경 배김치(자율배식)(9)/우유(2)565.52/34.03/239.80/1.82 기장밥참치두부김치찌개(5.6.9)오이지무침(13)짜장떡볶이(2.5.6.13)삼치데리야끼소스구이(5.6.13.18)김치(자율배식)(9)/우유(2)오렌지723.22/32.39/203.88/1.61 취나물콩나물비빔밥/양념간장(5.6.16)김치(자율배식)(9)요거톡 스타볼(2.6)우유(2)찹쌀꽈배기(6)546.20/21.51/299.42/2.00 귀리쌀밥사골감자미역국(5.6.16)안동식찜닭(5.6.9.15.18)미나리고추장무침(5.6)참나물전(2.5.6)김치(자율배식)(9)친환경 사과우유(2)607.53/24.88/187.12/1.58 친환경쌀밥들깨수제비국(5.6)돈육메추리알장조림(1.5.6.10.12.13.18)떡갈비&부추무침(5.6.10.16)무채장아찌무침(5)청포도김치(자율배식)(9)/우유(2)752.27/31.78/189.95/3.52 20 개교기념일 21 22 저염식의날 23 꿈동이한마당 24 발아흑미밥황태두부국(5.9)돼지갈비찜(5.6.9.10.13)애호박새우젓볶음(9)친환경 배우유(2)초당옥수수완자전(5.12)김치(자율배식)(9)662.58/34.27/206.65/2.24 꼬치어묵우동(1.2.5.6.9.18)고구마맛탕(5)김치(자율배식)(9)지구마카롱(1.2.5.6)우유(2)564.39/18.91/246.02/1.69 친환경쌀밥두부호박된장국 (5.6)비엔나소시지볶음(5.6.10.12.18)무말랭이무침(5.6)탕수어 타르타르소스(1.2.5.6.13)골드파인애플김치(자율배식)(9)/우유(2)609.27/28.30/188.02/2.23 27 28 29 전통식품체험의날 30 쌀보리밥쇠고기미역국(5.6.16)숙주나물무침야채계란말이(1)동그랑땡/바베큐소스(2.5.6.10.12.13.15.16)김치(자율배식)(9)/우유(2)딥초코 누네띠네(2.4.5.6.14)667.20/27.45/240.07/4.18 찰옥수수밥유부팽이버섯된장국(5.6)감자채볶음오징어탕수육(5.6.12.17)김치(자율배식)(9)김자반(5)우유(2)청포도576.85/17.62/172.49/4.38 잔치국수(5.6.16)꿀떡김치(자율배식)(9)유기농현미 밥풀과자(5.6)키짱유산균음료(2)우유(2)524.81/19.81/227.00/1.75 혼합잡곡밥(18곡)(5)감자고추장국(5.6.16)도시락김(개별)허브치킨볶음(5.6.12.13.15.18)야채비빔만두(5.6.10.13.18)김치(자율배식)(9)/우유(2)친환경 사과588.08/24.47/176.17/2.81 우리학교 급식에 사용되는 식재료 원산지입니다구분쇠고기돼지고기닭/오리달걀식육 가공품쌀/잡곡김치(구매)삼치/고등어/오징어낙지/임연수주꾸미/새우/오징어수산가공품두부/콩원산지국내산(한우)국내산국내산국내산국내산/수입(미국,네덜란드,캐나다등)친환경(국산)배추,고추가루,마늘, 무,대파,생강 등국내산수입산(러시아/미국/베트남등)국산/수입(러시아/미국/베트남등)국내산국내산 구분 쇠고기 돼지고기 닭/오리 달걀 식육 가공품 쌀/잡곡 김치(구매) 삼치/고등어/오징어 낙지/임연수주꾸미/새우/오징어 수산가공품 두부/콩 원산지 국내산(한우) 국내산 국내산 국내산 국내산/수입(미국,네덜란드,캐나다등) 친환경(국산) 배추,고추가루,마늘, 무,대파,생강 등 국내산 수입산(러시아/미국/베트남등) 국산/수입(러시아/미국/베트남등) 국내산 국내산 국내산 물품수급 등 사정에 따라 식단이 변경될 수 있습니다. 매월 생일축하일, 저염식, 로컬푸드데이, 잔반없는날, 전통식품체험의날, 채식의날운영(2일) 메뉴 하단 영양량 : 열량/단백질/칼슘/철분 월간 식단영양량 및 원산지 상세표기는 홈페이지 급식 게시판 참조 식재료 공급업체 현황 (검수시간 08:40~9:00)-부식: 충북공공급식지원단주식회사 ( 043-211-0105) -친환경 쌀, 친환경 농산, 친환경 축산, 친환경 떡, 친환경 쌀과자.","일정"
"가정에서 식사예절- 일주일에 두 번 이상 가족과 함께 식사하기- 정해진 장소, 정해진 시간에 가족이 함께 모여 식사하기- 가족이 함께 식사를 준비하고, 함께 먹고 정리 하기- 식사시간에는 TV와 전화는 나중에~~- 가족과 대화를 하면서 천천히 먹기- 하루 일과에 대해 서로 이야기 나누기- ""어떻게 하면 좋을까?"" 식의 열린 질문하기- 부정적인 내용보다는 공감과 칭찬하기- 아이의 말을 중간에 끊지 말고 끝까지 들어 주기학교에서 급식예절 급식 먹기 전 1.","기타"
"손을 깨끗이 씻기2.","기타"
"바른 자세로 앉아서 식사 하기3.","기타"
"음식이 입안에 있을 때는 말하지 않기4.","기타"
"자기주변에 지저분한것이 없도록 정리하기3.","기타"
"양치질하기 가정에서 식사예절 - 일주일에 두 번 이상 가족과 함께 식사하기 - 정해진 장소, 정해진 시간에 가족이 함께 모여 식사하기 - 가족이 함께 식사를 준비하고, 함께 먹고 정리 하기 - 식사시간에는 TV와 전화는 나중에~~ - 가족과 대화를 하면서 천천히 먹기 - 하루 일과에 대해 서로 이야기 나누기 - ""어떻게 하면 좋을까?"" 식의 열린 질문하기 - 부정적인 내용보다는 공감과 칭찬하기 - 아이의 말을 중간에 끊지 말고 끝까지 들어 주기 학교에서 급식예절 급식 먹기 전","기타"
"양치질하기 밥상머리 교육일상생활에서 대화 주제를 찾자.거창한 대화 주제를 찾지 말고 밥상의 음식 이야기에서부터 하루 동안 겪은 일 등을 아이의 관심사로 발전시키도록 대화를 이끌어 냅니다.2.","기타"
"TV와 휴대전화를 끄자.가족식사에서 가장 먼저 대화를 방해하는 요소인 TV와 휴대전화를 끄는 것으로 정하여 가족식사만큼은 어떤 상황도 끼어들 수 없음을 알 수 있도록 합니다.","기타"
"식사 중에 강제로 TV를 끄는 것은 반감을 키울 수 있기 때문에 1시간 전에 미리 꺼두는 것이 좋습니다.5.","기타"
"밥상머리 교육 일상생활에서 대화 주제를 찾자.거창한 대화 주제를 찾지 말고 밥상의 음식 이야기에서부터 하루 동안 겪은 일 등을 아이의 관심사로 발전시키도록 대화를 이끌어 냅니다.2.","기타"
"가정에서 식사예절 - 일주일에 두 번 이상 가족과 함께 식사하기 - 정해진 장소, 정해진 시간에 가족이 함께 모여 식사하기 - 가족이 함께 식사를 준비하고, 함께 먹고 정리 하기 - 식사시간에는 TV와 전화는 나중에~~ - 가족과 대화를 하면서 천천히 먹기 - 하루 일과에 대해 서로 이야기 나누기 - ""어떻게 하면 좋을까?"" 식의 열린 질문하기 - 부정적인 내용보다는 공감과 칭찬하기 - 아이의 말을 중간에 끊지 말고 끝까지 들어 주기 학교에서 급식예절 급식 먹기 전","기타"
"바른 생각 바른 행동 건강한 춘천 어린이 춘 천 교 육 통 신 문 https://chunchon.gwe.es.kr 2026학년도 춘천교육 설명회 및 학부모 총회 안내 학부모님 댁내 건강과 평안이 가득하길 기원합니다.2026학년도 춘천교육 설명회 및 학부모 총회 개최를 다음과 같이 안내드리니 꼭 참석하셔서 학교교육과정에 대한 정보 공유와 학부모회 운영에 좋은 의견 주시기 바랍니다.참가를 희망하시는 학부모님은 참가신청서를 3월 16(월)까지 담임선생님께 보내주시기 바랍니다. 일시: 3월 18일(수) 14:30~16:30 장소: 춘천초등학교 육영관 시간운영계획순번시간내용비고114:20~14:30 등록214:30~15:40 개회 국민의례 학교장인사 2026학년도 학사일정 학부모 연수(부서별 전달 및 교육)315:40~16:00 학부모회 조직 및 협의, 학교운영위원회 위원 선출416:00~16:30 자녀 학급 방문, 담임선생님과의 대화2026.","제출"
"12.춘 천 초 등 학 교 장----------------------------------- 자르는 선 ------------------------------------2026학년도 춘천교육 설명회 및 학부모 총회 참가 신청서학년학생명학부모명서명참석 여부참석불참 순번 시간 내용 비고 1 14:20~14:30 등록 2 14:30~15:40 개회 국민의례 학교장인사 2026학년도 학사일정 학부모 연수(부서별 전달 및 교육) 3 15:40~16:00 학부모회 조직 및 협의, 학교운영위원회 위원 선출 4 16:00~16:30 자녀 학급 방문, 담임선생님과의 대화 학년 학생명 학부모명 서명 참석 여부 참석 불참 순번 시간 내용 비고 1 14:20~14:30 등록 2 14:30~15:40 개회 국민의례 학교장인사 2026학년도 학사일정 학부모 연수(부서별 전달 및 교육) 3 15:40~16:00 학부모회 조직 및 협의, 학교운영위원회 위원 선출 4 16:00~16:30 자녀 학급 방문, 담임선생님과의 대화 학년 학생명 학부모명 서명 참석 여부 참석 불참","일정"
"29.(월) 10:00~상시접수(회차별 선착순 마감) 2월 자율체험:","기타"
"26.(월) 10:00~상시접수(회차별 선착순 마감)신청방법미디어교육센터 누리집(cmec.cberi.go.kr)에서 신청 로그인 프로그램신청 자율체험 선택 날짜/시간 선택유의사항 월별 한 회차만 선택하여 신청 가능 회차별 방문 인원 최대 5명까지 신청 가능문의전화 043-540-82412026년 1월 2일청주교육대학교부설초등학교장 구분 내 용 기간 2026년 1~2월 매주 토요일(휴관일 제외) 시간 (1회차) 09:30~11:30 (2회차) 13:30~16:30 장소 충청북도교육청미디어교육센터(청주시 상당구 교서로","제출"
"3) 공간 (1F) 미디어상상놀이터 (2F) A.I.아카이브, 상상공방, MEDIA체험실 대상 학생, 학부모, 교직원 등 아이부터 어른까지 누구나 정원 회차별 최대 60명(사전예약 50명 현장접수 10명) 구분 내 용 기간 2026년 2월 매주 화~금요일(휴관일 제외) 시간 (1회차) 09:30~11:30 (2회차) 13:30~15:30 장소 충청북도교육청미디어교육센터(청주시 상당구 교서로","기타"
"26.(월) 10:00~상시접수(회차별 선착순 마감) 신청방법 미디어교육센터 누리집(cmec.cberi.go.kr)에서 신청 로그인 프로그램신청 자율체험 선택 날짜/시간 선택 유의사항","제출"
"월별 한 회차만 선택하여 신청 가능 회차별 방문 인원 최대 5명까지 신청 가능 문의전화 043-540-8241 구분 내 용기간 2026년 1~2월 매주 토요일(휴관일 제외) 시간 (1회차) 09:30~11:30 (2회차) 13:30~16:30 장소 충청북도교육청미디어교육센터(청주시 상당구 교서로","제출"
"월별 한 회차만 선택하여 신청 가능 회차별 방문 인원 최대 5명까지 신청 가능 문의전화 043-540-8241","제출"
"2026 - 101호 광주수창 통신문 2026년 4월 28일 바르고 굳세게 문의 : 520-2712 2026년 1차 자녀 마음건강 이해증진 학부모 교육 참여 안내학부모님 가정에 건강과 행복이 늘 함께하시길 바랍니다.","건강·안전"
"학부모님들의 많은 관심과 적극적인 참여를 부탁드리며, 희망하시는 분들께서는 아래 안내를 참고하시어 신청하여 주시기 바랍니다.1.","기타"
"장소: 광주광역시교육청시민협치진흥원 소강당","일정"
"대상: 광주광역시 관내 학부모(학생 보호자) 및 관심 있는 교직원 80명","기타"
"신청 방법: QR코드 또는 신청링크에 접속하여 학부모가 직접 신청 - 신청 링크: https://naver.me/551nHw3x 문의전화: 광주광역시교육청 인성생활교육과 장학사 김수연(062-380-4085)2026.","제출"
